User_id,Campaign_id,Revenue,Channel,Spend,ROAS
U8309,CMP5410,24969.07,YouTube Ads,16152.4,1.5458427230628267
U2852,CMP4845,30901.08,YouTube Ads,4357.15,7.092039521246687
U2852,CMP4845,34126.1,YouTube Ads,4357.15,7.832206832447816
U9940,CMP0007,33552.62,Instagram Ads,9120.97,3.678624093709332
U4650,CMP3502,46730.12,YouTube Ads,33244.23,1.4056610726132024
U0401,CMP3849,46137.09,Email Marketing,31402.07,1.4692372190750482
U6292,CMP1194,11707.17,LinkedIn Ads,65499.22,0.17873754832500297
U8487,CMP0091,19252.96,Google Ads,10274.71,1.8738202830055546
U9158,CMP1989,66938.37,LinkedIn Ads,17977.46,3.723460933858287
U7374,CMP8271,48096.36,LinkedIn Ads,67380.63,0.7138009840513512
U4682,CMP8541,24488.43,LinkedIn Ads,28995.35,0.8445640421653817
U4682,CMP8541,24488.43,Instagram Ads,32867.01,0.7450762938277622
U3506,CMP1321,25317.94,Facebook Ads,9175.51,2.7592951236498022
U3506,CMP1321,25317.94,YouTube Ads,76910.06,0.3291889253499477
U0321,CMP6813,1187.79,Google Ads,16489.04,0.07203512151101579
U9884,CMP4893,21015.45,LinkedIn Ads,69478.02,0.3024762363694302
U2092,CMP0476,68089.47,LinkedIn Ads,51012.21,1.3347680878754322
U7565,CMP9247,28898.46,Email Marketing,1264.83,22.847702853347883
U4134,CMP7450,56365.05,Instagram Ads,23250.74,2.4242260676434384
U4134,CMP7450,56365.05,Google Ads,11573.21,4.870303917409259
U0660,CMP5734,63062.74,Facebook Ads,18985.43,3.3216387514004158
U3572,CMP2497,57692.19,Facebook Ads,14485.62,3.98272148516943
U5097,CMP9927,69719.87,YouTube Ads,31030.48,2.2468189341576412
U3979,CMP6150,23142.51,LinkedIn Ads,12634.97,1.8316236603648446
U3979,CMP6150,23142.51,Google Ads,66473.06,0.34814870866483355
U7019,CMP9838,38317.59,Google Ads,20796.08,1.8425390746717647
U7533,CMP0208,13828.17,LinkedIn Ads,9219.21,1.499930037389321
U9708,CMP4426,18978.02,YouTube Ads,70096.91,0.2707397515810611
U9708,CMP4426,18978.02,Google Ads,37494.36,0.5061566592948913
U6210,CMP1420,63933.26,Instagram Ads,32001.44,1.9978244728987198
U4527,CMP7989,71143.65,Facebook Ads,18315.54,3.8843326486688348
U4527,CMP7989,59238.02,Facebook Ads,18315.54,3.2343037660915264
U7801,CMP3955,34026.96,Email Marketing,49497.55,0.687447358505623
U7801,CMP3955,34026.96,YouTube Ads,2697.74,12.613135439293632
U9529,CMP1525,40170.96,Instagram Ads,24918.31,1.6121061179510165
U9529,CMP1525,40170.96,Facebook Ads,64817.36,0.6197561887741185
U3778,CMP9018,24179.43,Instagram Ads,27276.99,0.8864405493421378
U4531,CMP8780,21762.66,Email Marketing,5243.13,4.150700058934262
U4531,CMP8780,21762.66,Google Ads,35008.16,0.6216453535404316
U4531,CMP8780,49150.08,Email Marketing,5243.13,9.374186793003416
U4531,CMP8780,49150.08,Google Ads,35008.16,1.403960676596542
U8752,CMP3181,73091.4,Instagram Ads,8618.27,8.480982842264165
U1681,CMP4787,35602.73,Email Marketing,23998.58,1.4835348591458328
U1870,CMP5583,6250.6,Facebook Ads,5842.33,1.0698813658249364
U1941,CMP0879,45012.42,Facebook Ads,5163.92,8.716715208601217
U1941,CMP0879,14192.52,Facebook Ads,5163.92,2.7484004399758324
U9643,CMP3698,46861.27,YouTube Ads,68811.61,0.6810081903329975
U2574,CMP1626,6323.56,Facebook Ads,25009.49,0.2528464194991581
U2574,CMP1626,6323.56,Google Ads,3231.34,1.9569466537102256
U4721,CMP6694,64575.8,LinkedIn Ads,58869.44,1.0969324661488202
U3684,CMP3825,20473.22,Instagram Ads,32712.32,0.625856558018508
U3684,CMP3825,33941.31,Instagram Ads,32712.32,1.037569637372097
U4729,CMP1170,51884.34,Google Ads,16903.47,3.0694490539516437
U4729,CMP1170,51884.34,Email Marketing,11854.22,4.376866634835527
U9799,CMP6595,24682.38,Instagram Ads,49835.56,0.49527646523887764
U9620,CMP0424,20761.2,Google Ads,48150.39,0.43117407771775057
U2974,CMP2871,61207.68,LinkedIn Ads,55157.57,1.1096877545548145
U2635,CMP7701,37538.58,Instagram Ads,22569.48,1.6632452320567421
U2635,CMP7701,37538.58,Facebook Ads,25731.32,1.4588672481629392
U5297,CMP6562,38958.76,YouTube Ads,2081.14,18.719913124537516
U8168,CMP8890,4582.17,LinkedIn Ads,2856.65,1.604036196243852
U1990,CMP8999,60099.04,Facebook Ads,33034.92,1.8192579246445884
U1990,CMP8999,60099.04,Facebook Ads,77480.17,0.7756699552930769
U3682,CMP2595,48842.44,Instagram Ads,1970.63,24.785190522827726
U3682,CMP2595,71242.05,Instagram Ads,1970.63,36.15191588476782
U3682,CMP2595,1383.81,Instagram Ads,1970.63,0.7022170574892292
U7906,CMP8166,41681.43,Email Marketing,31678.6,1.3157598504984438
U7906,CMP8166,41681.43,Instagram Ads,94159.26,0.44266947297589215
U4527,CMP3123,71143.65,YouTube Ads,110245.03,0.6453229683007025
U4527,CMP3123,59238.02,YouTube Ads,110245.03,0.5373305263738419
U8023,CMP0043,36712.35,Instagram Ads,84766.95,0.4330974513061989
U3913,CMP9043,64308.96,YouTube Ads,71158.18,0.9037465545071558
U6326,CMP0716,37528.16,Instagram Ads,115748.76,0.3242208383053089
U1634,CMP2069,54391.46,YouTube Ads,49066.0,1.1085366649003383
U6513,CMP2530,25146.0,Google Ads,18711.53,1.3438772778067856
U1122,CMP8743,69128.98,LinkedIn Ads,71901.85,0.9614353455439602
U7270,CMP1481,67829.24,LinkedIn Ads,19959.97,3.3982636246447266
U4001,CMP5315,51373.68,Google Ads,13752.65,3.7355476944443438
U4001,CMP5315,51373.68,Email Marketing,92154.67,0.5574723451345439
U4001,CMP5315,51373.68,LinkedIn Ads,40132.04,1.2801163359749468
U8154,CMP2786,34990.38,Facebook Ads,11116.33,3.1476557460960586
U4713,CMP7530,6234.24,Instagram Ads,3700.87,1.684533636685428
U4713,CMP7530,45286.77,Instagram Ads,3700.87,12.236790268234225
U4098,CMP5662,74953.48,YouTube Ads,51567.8,1.4534938469354906
U4848,CMP7917,73362.38,Google Ads,20163.94,3.638295888601137
U4690,CMP6485,26909.84,Instagram Ads,1382.68,19.46208811872595
U2241,CMP3116,47338.77,YouTube Ads,44432.08,1.0654187244891529
U4836,CMP5062,13791.27,LinkedIn Ads,6478.79,2.128679892387313
U4211,CMP8838,65376.98,Instagram Ads,76901.85,0.8501353348456506
U6512,CMP1887,59458.14,LinkedIn Ads,5305.81,11.206232413147097
U4296,CMP4333,48162.28,YouTube Ads,8780.19,5.485334599820733
U5375,CMP1776,5443.86,Email Marketing,5820.04,0.9353647053972137
U0610,CMP7607,7966.5,Email Marketing,15414.97,0.5168028221916747
U8851,CMP8808,54699.99,Facebook Ads,33866.51,1.6151646567656364
U8851,CMP8808,54699.99,Google Ads,9300.38,5.881479036340451
U0537,CMP6798,33671.19,Email Marketing,13964.16,2.4112578200192494
U5877,CMP3869,14843.28,Instagram Ads,12981.84,1.143387994305892
U0350,CMP7451,74169.94,Google Ads,48397.64,1.5325115026269878
U5384,CMP9251,21337.65,Facebook Ads,6049.05,3.527438192774072
U0423,CMP2130,59406.36,YouTube Ads,18438.28,3.221903561503568
U6898,CMP9648,5469.18,Instagram Ads,993.01,5.507678673930776
U0711,CMP5932,34759.65,YouTube Ads,9816.72,3.5408619172187863
U8033,CMP0511,67520.55,Google Ads,33265.69,2.02973544213272
U8033,CMP0511,26263.46,Google Ads,33265.69,0.7895059444129973
U9591,CMP9967,29032.16,Facebook Ads,1308.99,22.1790540798631
U1875,CMP8693,57845.49,Instagram Ads,54881.01,1.0540164986030687
U1875,CMP8693,57845.49,Google Ads,30986.03,1.8668248239609915
U6533,CMP3523,23956.71,LinkedIn Ads,18713.88,1.280157295013113
U6533,CMP3523,23956.71,YouTube Ads,31245.4,0.7667275823001145
U1528,CMP4177,55605.6,Instagram Ads,7320.27,7.596113258117528
U5401,CMP2132,27004.65,YouTube Ads,12506.61,2.1592301990707314
U1698,CMP6930,12238.71,Email Marketing,4474.47,2.7352312117412785
U9407,CMP3675,42401.7,Google Ads,41142.26,1.0306118331856342
U4382,CMP9122,52925.38,Google Ads,107346.29,0.49303408622692035
U6567,CMP5568,47763.02,Instagram Ads,1701.37,28.073270364470986
U6567,CMP5568,47763.02,Facebook Ads,36207.19,1.319158432344515
U6567,CMP5568,47763.02,Google Ads,7723.08,6.184452316951268
U5586,CMP1504,54328.5,Email Marketing,16459.12,3.300814381327799
U0816,CMP9300,33651.14,YouTube Ads,819.96,41.03997755988097
U1865,CMP7958,21781.05,YouTube Ads,25059.2,0.869183772825948
U6476,CMP9718,15928.41,LinkedIn Ads,43553.83,0.365717779584482
U6476,CMP9718,18590.0,LinkedIn Ads,43553.83,0.4268281342880752
U8150,CMP3461,28980.4,Facebook Ads,10179.04,2.847066128043509
U1181,CMP3771,33139.3,YouTube Ads,97576.24,0.3396246873214217
U1181,CMP3771,37050.44,YouTube Ads,97576.24,0.37970760094875555
U6844,CMP1276,2298.6,Instagram Ads,44698.01,0.051425108187143
U7156,CMP2816,44473.7,YouTube Ads,105978.44,0.419648562481199
U7156,CMP2816,44473.7,LinkedIn Ads,30130.81,1.4760207243018026
U1252,CMP1289,40147.41,LinkedIn Ads,18054.73,2.2236505336828634
U4194,CMP5725,12100.58,Instagram Ads,16381.09,0.7386919918027433
U9495,CMP1235,66242.07,Facebook Ads,86493.21,0.765864395598221
U7246,CMP5296,21144.52,Email Marketing,13111.86,1.6126255161357732
U0933,CMP5767,48616.48,YouTube Ads,7247.64,6.707904918014692
U0933,CMP5767,48616.48,Instagram Ads,4674.07,10.401316197660712
U9082,CMP1480,60878.84,YouTube Ads,38787.15,1.5695620843501004
U9082,CMP1480,60878.84,Instagram Ads,42971.57,1.4167236617140122
U7382,CMP3085,7011.44,Instagram Ads,44486.92,0.15760677520493663
U7382,CMP3085,7011.44,Instagram Ads,8102.55,0.8653374554924066
U8587,CMP2828,27769.43,Google Ads,29953.95,0.9270707202222077
U5483,CMP4635,42178.77,LinkedIn Ads,40567.98,1.0397059454278965
U2318,CMP4656,52612.14,Instagram Ads,20942.93,2.512167113197628
U5382,CMP2113,62300.2,YouTube Ads,11385.63,5.471827206750966
U5382,CMP2113,48748.41,YouTube Ads,11385.63,4.2815733516722405
U5941,CMP8625,26123.62,Google Ads,79641.66,0.3280145089893907
U1658,CMP7968,55594.32,Facebook Ads,3194.67,17.402210556958934
U2659,CMP0619,47136.98,Email Marketing,14544.89,3.2407931582844562
U3892,CMP2713,56615.04,Email Marketing,3943.84,14.35530853178628
U3179,CMP7356,73844.66,Facebook Ads,15902.62,4.643553074902123
U3272,CMP4617,19312.74,LinkedIn Ads,42942.09,0.44973917198720426
U3272,CMP4617,57011.73,LinkedIn Ads,42942.09,1.3276421804341616
U2043,CMP7874,12653.19,Instagram Ads,13305.07,0.951005143152197
U7392,CMP8411,4704.33,Facebook Ads,15268.85,0.30809982415178616
U7392,CMP8411,14565.56,Facebook Ads,15268.85,0.9539395566791211
U5222,CMP6127,25645.3,Facebook Ads,6505.78,3.9419254877970054
U2274,CMP2255,46439.61,Google Ads,64798.29,0.7166795605254398
U9976,CMP1299,58380.82,Google Ads,15965.36,3.656718044566486
U9976,CMP1299,58380.82,YouTube Ads,9730.77,5.999609486196878
U7490,CMP4935,67957.16,Google Ads,2895.0,23.473975820379966
U7490,CMP4935,67957.16,LinkedIn Ads,39940.16,1.7014744057109434
U7033,CMP8783,18611.9,Google Ads,60494.07,0.30766486698613604
U1109,CMP3069,59141.12,Email Marketing,16931.74,3.4929144907729506
U6117,CMP9080,27264.22,Google Ads,12724.49,2.142657190975827
U6117,CMP9080,18953.24,Google Ads,12724.49,1.4895088133198267
U2186,CMP5650,25887.14,Facebook Ads,27970.23,0.9255247454168235
U2210,CMP2869,70812.67,Email Marketing,62483.7,1.1332982841925174
U2210,CMP2869,70812.67,LinkedIn Ads,3950.2,17.926350564528377
U5081,CMP4808,41070.03,Facebook Ads,4572.34,8.982278220779731
U5439,CMP0600,28075.43,Email Marketing,10680.15,2.628748659897099
U8130,CMP6554,69380.06,Email Marketing,27129.41,2.5573744508266123
U2957,CMP4370,8367.9,Google Ads,27187.96,0.30777962009654275
U7273,CMP4844,54715.96,Instagram Ads,75084.68,0.7287233560827588
U7273,CMP4844,42730.78,Instagram Ads,75084.68,0.5691011801608531
U7273,CMP4844,25831.75,Instagram Ads,75084.68,0.3440348950012173
U1230,CMP5777,27725.85,YouTube Ads,31474.95,0.8808862285722455
U1230,CMP5777,27725.85,YouTube Ads,14015.35,1.978248848583874
U1230,CMP5777,46246.74,YouTube Ads,31474.95,1.4693189345813098
U1230,CMP5777,46246.74,YouTube Ads,14015.35,3.2997206634154694
U0571,CMP2622,58554.76,Google Ads,23480.96,2.4937123524762193
U7372,CMP5934,57409.02,LinkedIn Ads,4123.09,13.92378531635254
U4090,CMP2256,14564.07,YouTube Ads,26485.78,0.5498826162567234
U7312,CMP6341,52278.06,YouTube Ads,9412.26,5.55425158251047
U7312,CMP6341,9478.38,YouTube Ads,9412.26,1.0070248803156734
U7293,CMP3280,74003.17,Google Ads,6817.46,10.85494744376938
U2581,CMP5693,52741.27,Email Marketing,7348.64,7.177010984345402
U3879,CMP5923,41886.09,YouTube Ads,10797.68,3.8791749709196788
U3879,CMP5923,41886.09,Email Marketing,14068.49,2.977298203289763
U5068,CMP7658,36290.88,YouTube Ads,23420.53,1.549532824406621
U5068,CMP7658,36290.88,YouTube Ads,95320.58,0.38072449831925065
U5068,CMP7658,67809.42,YouTube Ads,23420.53,2.895298270363651
U5068,CMP7658,67809.42,YouTube Ads,95320.58,0.7113827884807247
U1216,CMP6709,39163.98,YouTube Ads,5972.09,6.557834861832291
U1216,CMP6709,6954.91,YouTube Ads,5972.09,1.1645688527801825
U7089,CMP9033,9968.97,Email Marketing,24541.72,0.4062050255646303
U5670,CMP4983,6605.36,Facebook Ads,25854.2,0.25548498889928906
U1531,CMP9025,44691.78,Instagram Ads,10373.24,4.30837231183314
U0675,CMP2527,71179.6,Facebook Ads,96240.3,0.7396028482870481
U0675,CMP2527,25725.76,Facebook Ads,96240.3,0.2673075624244729
U0497,CMP9450,22258.12,Instagram Ads,55774.0,0.39907698927815827
U4874,CMP4950,5198.55,LinkedIn Ads,55639.34,0.09343299183635177
U4874,CMP4950,5198.55,LinkedIn Ads,2742.46,1.8955791515646536
U4874,CMP4950,50654.18,LinkedIn Ads,55639.34,0.9104022441675261
U4874,CMP4950,50654.18,LinkedIn Ads,2742.46,18.470344143579123
U5122,CMP6810,26393.76,LinkedIn Ads,14548.25,1.814222329146117
U7643,CMP2143,19157.97,Instagram Ads,20270.08,0.9451353916708765
U7643,CMP2143,19157.97,Facebook Ads,20343.2,0.941738271265091
U7643,CMP2143,48102.42,Instagram Ads,20270.08,2.373074995263955
U7643,CMP2143,48102.42,Facebook Ads,20343.2,2.364545400920209
U5365,CMP0830,14845.19,Instagram Ads,49980.17,0.29702159876607065
U0380,CMP8164,34699.38,YouTube Ads,73949.61,0.469230060848191
U0380,CMP8164,8428.88,YouTube Ads,73949.61,0.11398139895531564
U9790,CMP3525,21966.81,YouTube Ads,1516.24,14.487686645913577
U6607,CMP1762,4548.46,LinkedIn Ads,13237.21,0.34361168252222335
U7379,CMP3190,74189.98,Instagram Ads,9141.35,8.115866912436346
U7379,CMP3190,74189.98,LinkedIn Ads,27428.94,2.704806674993638
U9140,CMP1947,45482.88,Facebook Ads,7730.51,5.883554901293705
U7762,CMP8194,45764.85,Google Ads,435.93,104.98210721904893
U7762,CMP8194,976.7,Google Ads,435.93,2.2404973275525886
U4903,CMP2291,62250.48,Instagram Ads,14209.13,4.381019809094576
U4903,CMP2291,62250.48,Google Ads,1379.55,45.123757747091446
U6036,CMP8026,73507.42,Email Marketing,27080.6,2.7143940680782555
U6036,CMP8026,73507.42,YouTube Ads,1954.5,37.60932207725761
U9478,CMP5041,4563.12,Email Marketing,6291.72,0.7252579580782361
U3969,CMP2794,8909.74,YouTube Ads,31935.46,0.2789920671253835
U3969,CMP2794,8909.74,Instagram Ads,69843.11,0.12756791614806384
U3969,CMP2794,8909.74,Instagram Ads,13723.88,0.6492143621191675
U6724,CMP7226,35766.7,Instagram Ads,12547.57,2.850488182173919
U7838,CMP1021,71783.9,Email Marketing,6814.87,10.533421767399817
U4332,CMP8735,71832.3,Instagram Ads,42295.37,1.6983490155068983
U3397,CMP9144,24290.28,Instagram Ads,20298.35,1.1966627829355587
U3397,CMP9144,4127.79,Instagram Ads,20298.35,0.20335593779789984
U8900,CMP9184,26376.25,Email Marketing,5689.07,4.636302594272878
U5675,CMP2400,56239.89,Instagram Ads,6610.99,8.507029960716928
U1790,CMP3311,18516.69,YouTube Ads,34534.41,0.5361808700365808
U1790,CMP3311,22514.58,YouTube Ads,34534.41,0.6519462761923542
U1790,CMP3311,14555.28,YouTube Ads,34534.41,0.4214718016030967
U5412,CMP8701,57979.38,Facebook Ads,13209.45,4.38923497950331
U5412,CMP8701,57979.38,Facebook Ads,1018.58,56.92177344931178
U5412,CMP8701,57979.38,LinkedIn Ads,15165.97,3.822991869296853
U7823,CMP9017,72320.61,Facebook Ads,101822.81,0.7102594202615308
U3805,CMP4677,63887.24,Email Marketing,3402.88,18.774461632499527
U8117,CMP2869,69508.46,Email Marketing,62483.7,1.1124254805653315
U8117,CMP2869,69508.46,LinkedIn Ads,3950.2,17.596187534808365
U4663,CMP0614,39680.66,Google Ads,31003.72,1.279867706197837
U5418,CMP2199,48885.18,YouTube Ads,13422.55,3.6420188414272996
U5418,CMP2199,42941.16,YouTube Ads,13422.55,3.1991804835891844
U3165,CMP3051,48175.4,Google Ads,91054.09,0.5290855138961907
U3028,CMP7008,70235.04,YouTube Ads,7231.08,9.71293914601968
U4948,CMP4273,1599.1,LinkedIn Ads,29482.9,0.05423821944245647
U4948,CMP4273,14406.82,LinkedIn Ads,29482.9,0.48865003103493887
U5027,CMP5891,38062.14,Email Marketing,4312.62,8.82575789195431
U6022,CMP5096,71834.02,Email Marketing,25166.84,2.8543122616903833
U7715,CMP2510,16967.07,LinkedIn Ads,30407.4,0.5579914757591902
U1280,CMP9762,62286.48,Google Ads,43554.9,1.430068258680424
U8526,CMP8282,16001.06,Facebook Ads,22774.26,0.7025940689181559
U8526,CMP8282,16001.06,Email Marketing,49253.93,0.3248686957568665
U2162,CMP8009,42620.4,Google Ads,61596.16,0.6919327438593574
U3571,CMP7576,32209.53,Email Marketing,2149.84,14.98229170542924
U0520,CMP1045,57846.18,YouTube Ads,3578.06,16.166911678395554
U6155,CMP6888,65685.62,Instagram Ads,65983.15,0.9954908184892658
U3649,CMP5698,35128.03,Google Ads,21101.68,1.6647029999507148
U7547,CMP8921,14744.67,LinkedIn Ads,53381.11,0.2762151255378541
U3944,CMP1849,44850.36,Google Ads,91740.68,0.4888819223925526
U3944,CMP1849,44850.36,Facebook Ads,4999.02,8.971830478773839
U6591,CMP9795,16882.24,Email Marketing,5745.07,2.9385612359814592
U5225,CMP0925,50685.5,Facebook Ads,15960.14,3.1757553505169756
U5225,CMP0925,8500.08,Facebook Ads,15960.14,0.5325817943952873
U6776,CMP3882,42086.32,Instagram Ads,29063.09,1.4481020428316467
U5643,CMP2870,59096.0,Email Marketing,86190.85,0.6856412252576695
U7759,CMP6822,64422.44,LinkedIn Ads,11614.53,5.546710887138782
U7759,CMP6822,42822.96,LinkedIn Ads,11614.53,3.687016177150517
U8684,CMP7587,19683.42,Google Ads,66666.37,0.2952526138741317
U0845,CMP1296,45668.98,LinkedIn Ads,9582.01,4.76611692118877
U7855,CMP1193,71808.72,Facebook Ads,85260.05,0.8422317369037433
U3975,CMP3471,15935.1,YouTube Ads,50096.75,0.31808650261743526
U3975,CMP3471,15935.1,Facebook Ads,30704.8,0.5189774888616764
U5887,CMP3922,38826.63,YouTube Ads,21694.62,1.789689333115768
U3329,CMP7636,4144.36,Google Ads,122544.3,0.03381928004811321
U9489,CMP3626,15317.24,Email Marketing,819.37,18.693923380157926
U5531,CMP6224,48395.82,YouTube Ads,25425.43,1.9034415543807912
U5531,CMP6224,62762.96,YouTube Ads,25425.43,2.468511250350535
U8001,CMP7551,71824.84,Facebook Ads,31789.71,2.2593738665750647
U2253,CMP0555,53257.34,Google Ads,13399.28,3.9746419210584443
U7917,CMP3584,1240.96,YouTube Ads,11054.32,0.11226018425375782
U4698,CMP6740,52566.03,Google Ads,4859.42,10.817346514604623
U8626,CMP2938,59774.02,Google Ads,5733.71,10.42501626346641
U3701,CMP6113,63704.13,LinkedIn Ads,31605.21,2.0156211586633974
U0920,CMP0520,13475.24,Google Ads,28721.08,0.4691759502080005
U3765,CMP7110,42833.73,Email Marketing,15090.0,2.8385506958250497
U0540,CMP0763,72139.08,Google Ads,84678.82,0.8519140913867245
U0540,CMP0763,72139.08,Email Marketing,4141.43,17.418881883793762
U3940,CMP2363,67317.04,Email Marketing,5261.39,12.794535284402029
U8205,CMP6289,33203.8,Email Marketing,33023.67,1.0054545724324402
U6500,CMP1246,21044.54,Instagram Ads,84077.53,0.25029921787664317
U3044,CMP8039,28970.4,Facebook Ads,86882.6,0.33344305994525947
U6226,CMP4840,55669.41,Facebook Ads,4935.32,11.27979745994181
U5897,CMP5910,7231.82,Google Ads,1140.11,6.3430897018708725
U5897,CMP5910,7231.82,YouTube Ads,116718.3,0.06195960701963616
U5897,CMP5910,15438.51,Google Ads,1140.11,13.541246020120868
U5897,CMP5910,15438.51,YouTube Ads,116718.3,0.1322715461071657
U5897,CMP5910,15324.02,Google Ads,1140.11,13.440825885221603
U5897,CMP5910,15324.02,YouTube Ads,116718.3,0.13129063737220298
U1469,CMP7354,45071.66,YouTube Ads,40944.36,1.1008026502307033
U1469,CMP7354,32895.03,YouTube Ads,40944.36,0.8034080884400195
U1469,CMP7354,51136.68,YouTube Ads,40944.36,1.2489309882972892
U1469,CMP7354,21184.78,YouTube Ads,40944.36,0.5174041064508029
U1469,CMP7354,63254.73,YouTube Ads,40944.36,1.5448948280056154
U9168,CMP5316,13341.53,LinkedIn Ads,1938.59,6.882079243161267
U1037,CMP2778,32016.86,Facebook Ads,9233.9,3.467317168260432
U9729,CMP1261,8692.7,Instagram Ads,16022.68,0.5425247212076881
U9729,CMP1261,65776.89,Instagram Ads,16022.68,4.105236452328824
U7213,CMP0111,61897.48,LinkedIn Ads,52398.57,1.181281855592624
U3291,CMP9739,72369.66,Facebook Ads,17795.6,4.066716491717054
U5340,CMP5229,59100.58,Instagram Ads,157313.8,0.37568592202336987
U5340,CMP5229,59100.58,LinkedIn Ads,14375.65,4.11115879977601
U9013,CMP1866,70765.89,YouTube Ads,49381.54,1.4330434004285812
U9013,CMP1866,57490.69,YouTube Ads,49381.54,1.1642141982611316
U8181,CMP7184,18720.07,Instagram Ads,19912.13,0.9401339786351334
U8181,CMP7184,18720.07,Email Marketing,689.26,27.159663987464818
U7852,CMP2526,38366.0,Email Marketing,11906.8,3.222192360667854
U9730,CMP6854,57844.84,YouTube Ads,6177.45,9.363870205343629
U6548,CMP5817,1533.16,Facebook Ads,9576.18,0.16010141831085048
U9425,CMP3638,29791.71,YouTube Ads,104852.5,0.28412970601559334
U7910,CMP9644,69100.65,Email Marketing,10961.42,6.303987074667333
U3390,CMP1902,36105.07,Email Marketing,6072.02,5.946138187950632
U1886,CMP7413,8870.17,Instagram Ads,2179.22,4.0703416818861795
U5423,CMP2693,17965.28,Email Marketing,12010.99,1.495736821028075
