Conversion_id,User_id,Revenue,Conversion_date,Revenue_Log,Revenue_Rank,High_Value_Conversion,Revenue_Category
CONV00029,U5148,10467.7,05/23/2025,9.256145131876668,1741.0,0,Very High
CONV00030,U9225,16576.71,03-01-2025,9.71581430093537,1577.0,0,Very High
CONV00031,U7180,46167.08,10/31/2025,10.740043929191241,773.0,1,Very High
CONV00032,U2201,8697.42,06-02-2025,9.070896678954327,1785.0,0,Very High
CONV00033,U3336,20350.8,01-02-2026,9.920924639047538,1467.0,0,Very High
CONV00034,U0723,10463.36,01-10-2025,9.255730476774913,1742.0,0,Very High
CONV00035,U0159,52058.2,03-03-2025,10.86013681154612,617.0,1,Very High
CONV00036,U2089,67499.37,02/16/2025,11.11988835832708,186.0,1,Very High
CONV00037,U5795,56398.71,11-12-2025,10.940219295628959,490.0,1,Very High
CONV00038,U6746,19176.42,12/14/2025,9.861488824269543,1499.0,0,Very High
CONV00039,U5729,2507.08,06-12-2025,7.827272799170718,1954.0,0,Very High
CONV00040,U5754,51204.23,12/21/2025,10.843596954248303,649.0,1,Very High
CONV00041,U2926,8798.9,11-07-2025,9.082495636765367,1782.0,0,Very High
CONV00042,U1895,19663.14,08-08-2025,9.88655195138991,1484.0,0,Very High
CONV00043,U3229,71203.94,08-04-2025,11.173317477015718,90.0,1,Very High
CONV00044,U8309,24969.07,06/30/2025,10.125433186633927,1342.0,0,Very High
CONV00045,U2852,30901.08,12-08-2025,10.338578774536215,1199.0,0,Very High
CONV00046,U9940,33552.62,12/23/2025,10.420900035237905,1124.0,0,Very High
CONV00047,U4650,46730.12,09/23/2025,10.752165602879971,761.0,1,Very High
CONV00048,U0401,46137.09,02/17/2025,10.739394135118857,775.0,1,Very High
CONV00049,U6292,11707.17,10-03-2025,9.368042167692696,1709.0,0,Very High
CONV00050,U8487,19252.96,09/22/2025,9.865472032845362,1495.0,0,Very High
CONV00051,U9158,66938.37,11/20/2025,11.111542563307824,200.0,1,Very High
CONV00052,U7374,48096.36,06-06-2025,10.780982568932695,730.0,1,Very High
CONV00053,U4682,24488.43,05/18/2025,10.105996874869307,1356.0,0,Very High
CONV00054,U3506,25317.94,02/16/2025,10.139308011242765,1334.0,0,Very High
CONV00055,U0321,1187.79,11-02-2025,7.080691262084239,1988.0,0,Very High
CONV00056,U9884,21015.45,05-08-2025,9.953060743393465,1448.0,0,Very High
CONV00057,U2092,68089.47,12-03-2025,11.128592541082062,169.0,1,Very High
CONV00058,U7565,28898.46,04-10-2025,10.271578188804847,1249.0,0,Very High
CONV00059,U4134,56365.05,02-12-2025,10.939622305886688,491.0,1,Very High
CONV00060,U0660,63062.74,02-04-2025,11.051901239935356,295.0,1,Very High
CONV00061,U3572,57692.19,09-01-2025,10.962894421267348,453.0,1,Very High
CONV00062,U5097,69719.87,03/15/2025,11.152254978041471,130.0,1,Very High
CONV00063,U3979,23142.51,03/15/2025,10.04946967463786,1384.0,0,Very High
CONV00064,U7019,38317.59,12/15/2025,10.55369043600073,1004.0,0,Very High
CONV00065,U7533,13828.17,01/14/2026,9.534535408396549,1656.0,0,Very High
CONV00066,U9708,18978.02,06/16/2025,9.851089437532666,1507.0,0,Very High
CONV00067,U6210,63933.26,06/27/2025,11.065610646923183,264.0,1,Very High
CONV00068,U4527,71143.65,10/14/2025,11.172470407437155,93.0,1,Very High
CONV00069,U7801,34026.96,11/27/2025,10.434937818592557,1109.0,0,Very High
CONV00070,U9529,40170.96,07/21/2025,10.600924518794322,947.0,1,Very High
CONV00071,U3778,24179.43,03/26/2025,10.09329890730264,1361.0,0,Very High
CONV00072,U4531,21762.66,11-01-2025,9.987996885355503,1423.0,0,Very High
CONV00073,U8752,73091.4,03/23/2025,11.199479673164646,46.0,1,Very High
CONV00074,U1681,35602.73,01/21/2025,10.480205686632475,1062.0,0,Very High
CONV00075,U1870,6250.6,02/23/2025,8.74059270996804,1851.0,0,Very High
CONV00076,U1941,45012.42,11-01-2025,10.714715946515271,805.0,1,Very High
CONV00077,U9643,46861.27,08/27/2025,10.754968153056662,757.0,1,Very High
CONV00078,U2574,6323.56,05-03-2025,8.752195745958558,1848.0,0,Very High
CONV00079,U4721,64575.8,12/30/2025,11.075610492140013,251.0,1,Very High
CONV00080,U3684,20473.22,12-02-2025,9.926921812757532,1461.0,0,Very High
CONV00081,U4729,51884.34,09-04-2025,10.856791562971555,622.0,1,Very High
CONV00082,U9799,24682.38,01/29/2025,10.113885421640498,1350.0,0,Very High
CONV00083,U9620,20761.2,01-12-2025,9.94088930469013,1452.0,0,Very High
CONV00084,U2974,61207.68,10/29/2025,11.022044288508845,350.0,1,Very High
CONV00085,U2635,37538.58,07-09-2025,10.53315112201185,1020.0,0,Very High
CONV00086,U5297,38958.76,03-01-2025,10.570284597573227,982.0,1,Very High
CONV00087,U8168,4582.17,11/25/2025,8.43014617742798,1899.0,0,Very High
CONV00088,U1990,60099.04,02-06-2025,11.003765786080482,376.0,1,Very High
CONV00089,U3682,48842.44,03-04-2025,10.796375359814713,706.0,1,Very High
CONV00090,U7906,41681.43,09-11-2025,10.637834976071362,913.0,1,Very High
CONV00091,U4527,59238.02,08-09-2025,10.989335725368464,394.0,1,Very High
CONV00092,U8023,36712.35,03/28/2025,10.510895728115937,1036.0,0,Very High
CONV00093,U3913,64308.96,11-02-2025,11.071469797141466,259.0,1,Very High
CONV00094,U6326,37528.16,12-07-2025,10.53287350978426,1022.0,0,Very High
CONV00095,U1634,54391.46,10-10-2025,10.903980820296582,555.0,1,Very High
CONV00096,U6513,25146.0,12/20/2025,10.132493884118713,1338.0,0,Very High
CONV00097,U1122,69128.98,05-08-2025,11.143743779629274,150.0,1,Very High
CONV00098,U7270,67829.24,03/28/2025,11.124763392191275,175.0,1,Very High
CONV00099,U4001,51373.68,10-04-2025,10.846900723068675,644.0,1,Very High
CONV00100,U8154,34990.38,11-03-2025,10.462857024423958,1078.0,0,Very High
CONV00101,U4713,6234.24,01-12-2026,8.73797234975504,1853.0,0,Very High
CONV00102,U4098,74953.48,09/18/2025,11.22463627492652,2.0,1,Very High
CONV00103,U4848,73362.38,01/15/2026,11.203180180023818,39.0,1,Very High
CONV00104,U4690,26909.84,05/18/2025,10.20028445839542,1291.0,0,Very High
CONV00105,U2241,47338.77,11/19/2025,10.765106024585535,750.0,1,Very High
CONV00106,U4836,13791.27,06/21/2025,9.53186356927798,1658.0,0,Very High
CONV00107,U4211,65376.98,09/29/2025,11.087940783502338,239.0,1,Very High
CONV00108,U6512,59458.14,10/13/2025,10.993044632942613,390.0,1,Very High
CONV00109,U4296,48162.28,11-07-2025,10.782352183975865,726.0,1,Very High
CONV00110,U5375,5443.86,12-05-2025,8.602427323374435,1879.0,0,Very High
CONV00111,U0610,7966.5,07-03-2025,8.983126046291492,1808.0,0,Very High
CONV00112,U8851,54699.99,08/31/2025,10.909637086966585,546.0,1,Very High
CONV00113,U0537,33671.19,01/19/2026,10.424427553104955,1119.0,0,Very High
CONV00114,U5877,14843.28,02-04-2025,9.605369884842792,1629.0,0,Very High
CONV00115,U0350,74169.94,02/20/2025,11.214127708238,16.0,1,Very High
CONV00116,U5384,21337.65,03/21/2025,9.968275261373865,1434.0,0,Very High
CONV00117,U0423,59406.36,03/16/2025,10.992173403398962,391.0,1,Very High
CONV00118,U6898,5469.18,10-11-2025,8.60706680163878,1875.0,0,Very High
CONV00119,U0711,34759.65,01-03-2026,10.456241278859268,1086.0,0,Very High
CONV00120,U8033,67520.55,01-10-2026,11.120202085167488,185.0,1,Very High
CONV00121,U9591,29032.16,10/27/2025,10.276193904005408,1238.0,0,Very High
CONV00122,U1875,57845.49,12/25/2025,10.965548056623769,446.0,1,Very High
CONV00123,U6533,23956.71,08-11-2025,10.08404547170178,1368.0,0,Very High
CONV00124,U1528,55605.6,09-04-2025,10.92605717822976,515.0,1,Very High
CONV00125,U5401,27004.65,12/31/2025,10.20380138235406,1290.0,0,Very High
CONV00126,U1698,12238.71,11-07-2025,9.412440862975181,1697.0,0,Very High
CONV00127,U9407,42401.7,05/20/2025,10.654967318437896,889.0,1,Very High
CONV00128,U4382,52925.38,01/24/2025,10.876657170297044,590.0,1,Very High
CONV00129,U6567,47763.02,02-05-2025,10.774027915378587,740.0,1,Very High
CONV00130,U5586,54328.5,04/15/2025,10.90282263648463,557.0,1,Very High
CONV00131,U0816,33651.14,12/25/2025,10.42383192889027,1120.0,0,Very High
CONV00132,U1865,21781.05,07/17/2025,9.988841515106325,1422.0,0,Very High
CONV00133,U6476,15928.41,12-03-2025,9.675922365181169,1595.0,0,Very High
CONV00134,U8150,28980.4,08/31/2025,10.274409523886566,1242.0,0,Very High
CONV00135,U1181,33139.3,08-06-2025,10.408505343444107,1135.0,0,Very High
CONV00136,U6844,2298.6,06-08-2025,7.740490473749136,1959.0,0,Very High
CONV00137,U7156,44473.7,03-12-2025,10.702675767148722,818.0,1,Very High
CONV00138,U1252,40147.41,09/25/2025,10.600338117096351,949.0,1,Very High
CONV00139,U4194,12100.58,05-06-2025,9.401091301572597,1703.0,0,Very High
CONV00140,U9495,66242.07,09-07-2025,11.101086134603527,221.0,1,Very High
CONV00141,U7246,21144.52,11/21/2025,9.95918334170636,1444.0,0,Very High
CONV00142,U0933,48616.48,08-04-2025,10.791738416004447,718.0,1,Very High
CONV00143,U9082,60878.84,02-11-2025,11.01665736441122,360.0,1,Very High
CONV00144,U7382,7011.44,03/14/2025,8.855440993644615,1835.0,0,Very High
CONV00145,U8587,27769.43,10/24/2025,10.231727064516578,1274.0,0,Very High
CONV00146,U5483,42178.77,02/15/2025,10.649696001196656,897.0,1,Very High
CONV00147,U2318,52612.14,07-11-2025,10.870721177414438,602.0,1,Very High
CONV00148,U5382,62300.2,03/30/2025,11.03973596622728,312.0,1,Very High
CONV00149,U5941,26123.62,07-02-2025,10.17063344370678,1313.0,0,Very High
CONV00150,U1658,55594.32,10-03-2025,10.925854304034086,516.0,1,Very High
CONV00151,U2659,47136.98,05-01-2025,10.760834324490105,754.0,1,Very High
CONV00152,U3892,56615.04,09-10-2025,10.944047616269431,482.0,1,Very High
CONV00153,U3179,73844.66,07/22/2025,11.20973251846012,24.0,1,Very High
CONV00154,U3272,19312.74,11/26/2025,9.868572038698654,1491.0,0,Very High
CONV00155,U2043,12653.19,06-09-2025,9.44574366460912,1685.0,0,Very High
CONV00156,U7392,4704.33,07/14/2025,8.456451187710819,1896.0,0,Very High
CONV00157,U5222,25645.3,02/24/2025,10.152154590681283,1329.0,0,Very High
CONV00158,U2274,46439.61,01/25/2026,10.745929570953813,768.0,1,Very High
CONV00159,U9976,58380.82,10-05-2025,10.974759818982125,426.0,1,Very High
CONV00160,U7490,67957.16,02/21/2025,11.126647500669488,173.0,1,Very High
CONV00161,U7033,18611.9,01/14/2025,9.83161016769485,1519.0,0,Very High
CONV00162,U1109,59141.12,10/13/2025,10.987698639906348,399.0,1,Very High
CONV00163,U6117,27264.22,05-12-2025,10.213367176280478,1286.0,0,Very High
CONV00164,U2186,25887.14,02-12-2025,10.161540227754596,1319.0,0,Very High
CONV00165,U2210,70812.67,02-03-2025,11.167807340140486,103.0,1,Very High
CONV00166,U5081,41070.03,09/29/2025,10.623058285769316,929.0,1,Very High
CONV00167,U5439,28075.43,06/17/2025,10.242685713305049,1265.0,0,Very High
CONV00168,U8130,69380.06,01-06-2026,11.14736919858518,143.0,1,Very High
CONV00169,U2957,8367.9,10/17/2025,9.032277733102601,1798.0,0,Very High
CONV00170,U7273,54715.96,07/28/2025,10.909928995197609,544.0,1,Very High
CONV00171,U1230,27725.85,01-04-2026,10.230156536773318,1278.0,0,Very High
CONV00172,U0571,58554.76,03/17/2025,10.977734741642285,419.0,1,Very High
CONV00173,U7372,57409.02,07/27/2025,10.957974131532985,458.0,1,Very High
CONV00174,U4090,14564.07,03/16/2025,9.586381475423867,1636.0,0,Very High
CONV00175,U7312,52278.06,05-05-2025,10.8643511874694,611.0,1,Very High
CONV00176,U7293,74003.17,03-07-2025,11.21187672194998,23.0,1,Very High
CONV00177,U2581,52741.27,01-05-2026,10.873172500315876,599.0,1,Very High
CONV00178,U3879,41886.09,09/21/2025,10.642732943874714,905.0,1,Very High
CONV00179,U5068,36290.88,08-05-2025,10.49934930377022,1044.0,0,Very High
CONV00180,U1216,39163.98,08/23/2025,10.575538259141181,978.0,1,Very High
CONV00181,U7089,9968.97,09/19/2025,9.207332853924276,1759.0,0,Very High
CONV00182,U5670,6605.36,09/29/2025,8.795788100378694,1845.0,0,Very High
CONV00183,U1531,44691.78,10-03-2025,10.7075672463029,812.0,1,Very High
CONV00184,U0675,71179.6,02-08-2025,11.172975588362739,92.0,1,Very High
CONV00185,U0497,22258.12,10-12-2025,10.010507091253844,1408.0,0,Very High
CONV00186,U4874,5198.55,09-04-2025,8.556327362363312,1887.0,0,Very High
CONV00187,U5122,26393.76,06/25/2025,10.180920784585199,1302.0,0,Very High
CONV00188,U7643,19157.97,03-07-2025,9.860526292251038,1500.0,0,Very High
CONV00189,U5365,14845.19,10/28/2025,9.605498545655681,1628.0,0,Very High
CONV00190,U0380,34699.38,02/23/2025,10.454505916883635,1088.0,0,Very High
CONV00191,U9790,21966.81,12-01-2025,9.997333479026432,1417.0,0,Very High
CONV00192,U6607,4548.46,07/24/2025,8.42276382358313,1901.0,0,Very High
CONV00193,U7379,74189.98,10/30/2025,11.214397858423732,15.0,1,Very High
CONV00194,U9140,45482.88,07/19/2025,10.725113256450745,797.0,1,Very High
CONV00195,U7762,45764.85,10-09-2025,10.731293458791818,786.0,1,Very High
CONV00196,U4903,62250.48,11/17/2025,11.038937589144732,314.0,1,Very High
CONV00197,U6036,73507.42,07-07-2025,11.205155236462812,34.0,1,Very High
CONV00198,U9478,4563.12,11-07-2025,8.425981003361997,1900.0,0,Very High
CONV00199,U3969,8909.74,01/17/2025,9.095012569765887,1779.0,0,Very High
CONV00200,U6724,35766.7,10-11-2025,10.48480053049327,1057.0,0,Very High
CONV00201,U7838,71783.9,10-11-2025,11.181429426512137,79.0,1,Very High
CONV00202,U4332,71832.3,11/17/2025,11.182103435820599,75.0,1,Very High
CONV00203,U3397,24290.28,12/31/2025,10.097872717190757,1358.0,0,Very High
CONV00204,U8900,26376.25,08-07-2025,10.180257175196715,1306.0,0,Very High
CONV00205,U5675,56239.89,08/21/2025,10.937399351394895,492.0,1,Very High
CONV00206,U1790,18516.69,11/13/2025,9.826481770399136,1522.0,0,Very High
CONV00207,U5412,57979.38,08/30/2025,10.967859956438302,443.0,1,Very High
CONV00208,U7823,72320.61,12-10-2025,11.188878256986401,62.0,1,Very High
CONV00209,U3805,63887.24,10-02-2025,11.064890585869952,265.0,1,Very High
CONV00210,U8117,69508.46,05-04-2025,11.149218137397977,135.0,1,Very High
CONV00211,U4663,39680.66,09/18/2025,10.588644395201182,964.0,1,Very High
CONV00212,U5418,48885.18,04/16/2025,10.797250017932175,702.0,1,Very High
CONV00213,U3165,48175.4,04-12-2025,10.782624553576452,725.0,1,Very High
CONV00214,U3028,70235.04,03/13/2025,11.159616848587573,116.0,1,Very High
CONV00215,U4948,1599.1,11/15/2025,7.377821406274829,1976.0,0,Very High
CONV00216,U5027,38062.14,04/20/2025,10.54700163876081,1009.0,0,Very High
CONV00217,U6022,71834.02,11/26/2025,11.182127379860594,74.0,1,Very High
CONV00218,U7715,16967.07,10-10-2025,9.73908862164855,1568.0,0,Very High
CONV00219,U1280,62286.48,11/13/2025,11.039515721497896,313.0,1,Very High
CONV00220,U8526,16001.06,09-02-2025,9.680472742934349,1592.0,0,Very High
CONV00221,U2162,42620.4,10-07-2025,10.660111753541079,884.0,1,Very High
CONV00222,U3571,32209.53,11/15/2025,10.380048696707101,1169.0,0,Very High
CONV00223,U0520,57846.18,06/20/2025,10.965559984674801,445.0,1,Very High
CONV00224,U6155,65685.62,02/15/2025,11.092650530764583,231.0,1,Very High
CONV00225,U3649,35128.03,01/25/2025,10.466783133150795,1075.0,0,Very High
CONV00226,U7547,14744.67,07/25/2025,9.59870475934896,1632.0,0,Very High
CONV00227,U3944,44850.36,04/30/2025,10.711109190327088,808.0,1,Very High
CONV00228,U6591,16882.24,09-09-2025,9.734076692859185,1571.0,0,Very High
CONV00229,U5225,50685.5,11-02-2025,10.833414881933193,659.0,1,Very High
CONV00230,U6776,42086.32,06/21/2025,10.647501786655907,901.0,1,Very High
CONV00231,U5643,59096.0,12-06-2025,10.986935440684466,403.0,1,Very High
CONV00232,U7759,64422.44,05-08-2025,11.073232821024837,256.0,1,Very High
CONV00233,U8684,19683.42,03/20/2025,9.887582738884836,1483.0,0,Very High
CONV00234,U0845,45668.98,05/19/2025,10.72919646825471,792.0,1,Very High
CONV00235,U7855,71808.72,04/17/2025,11.181775121918374,77.0,1,Very High
CONV00236,U3975,15935.1,01/21/2026,9.676342254905093,1593.0,0,Very High
CONV00237,U5887,38826.63,06/22/2025,10.566887385580985,984.0,1,Very High
CONV00238,U3329,4144.36,08-05-2025,8.32974491542648,1911.0,0,Very High
CONV00239,U9489,15317.24,08-09-2025,9.636799554188554,1611.0,0,Very High
CONV00240,U5531,48395.82,05/27/2025,10.787189388066881,721.0,1,Very High
CONV00241,U8001,71824.84,04/21/2025,11.181999578871341,76.0,1,Very High
CONV00242,U2253,53257.34,11/19/2025,10.882909691026393,582.0,1,Very High
CONV00243,U7917,1240.96,12/21/2025,7.124446055855633,1987.0,0,Very High
CONV00244,U4698,52566.03,01/22/2025,10.869844396117092,603.0,1,Very High
CONV00245,U8626,59774.02,05-12-2025,10.998343126914508,382.0,1,Very High
CONV00246,U3701,63704.13,06/23/2025,11.062020372069549,269.0,1,Very High
CONV00247,U0920,13475.24,12-08-2025,9.50868341380686,1665.0,0,Very High
CONV00248,U3765,42833.73,04/27/2025,10.665104501121597,873.0,1,Very High
CONV00249,U0540,72139.08,04/20/2025,11.186365063411726,65.0,1,Very High
CONV00250,U3940,67317.04,10/28/2025,11.117183533204729,193.0,1,Very High
CONV00251,U8205,33203.8,07/23/2025,10.410449722767396,1133.0,0,Very High
CONV00252,U6500,21044.54,07-01-2025,9.954443940176974,1446.0,0,Very High
CONV00253,U3044,28970.4,01-08-2026,10.274064415450072,1244.0,0,Very High
CONV00254,U6226,55669.41,01-10-2026,10.927204045978886,512.0,1,Very High
CONV00255,U5897,7231.82,06-01-2025,8.886384280600176,1827.0,0,Very High
CONV00256,U1469,45071.66,07/26/2025,10.71603113324643,803.0,1,Very High
CONV00257,U9168,13341.53,05/17/2025,9.49871195665976,1670.0,0,Very High
CONV00258,U1037,32016.86,04-11-2025,10.374049151088034,1174.0,0,Very High
CONV00259,U9729,8692.7,11/21/2025,9.070353904397127,1786.0,0,Very High
CONV00260,U7213,61897.48,07-11-2025,11.033250902636134,328.0,1,Very High
CONV00261,U3291,72369.66,10-03-2025,11.189556247619612,61.0,1,Very High
CONV00262,U5340,59100.58,07/23/2025,10.987012937385394,402.0,1,Very High
CONV00263,U9013,70765.89,01/20/2025,11.167146514929703,105.0,1,Very High
CONV00264,U8181,18720.07,04-03-2025,9.837404906517778,1516.0,0,Very High
CONV00265,U7852,38366.0,11/24/2025,10.554952994101429,1002.0,0,Very High
CONV00266,U9730,57844.84,12/14/2025,10.965536819923807,447.0,1,Very High
CONV00267,U6548,1533.16,06/27/2025,7.33573827896526,1977.0,0,Very High
CONV00268,U9425,29791.71,05/18/2025,10.302019011694,1220.0,0,Very High
CONV00269,U7910,69100.65,02/25/2025,11.143333887907724,152.0,1,Very High
CONV00270,U3390,36105.07,10-08-2025,10.494216274230668,1049.0,0,Very High
CONV00271,U1886,8870.17,02-06-2025,9.090561971903647,1780.0,0,Very High
CONV00272,U5423,17965.28,10/26/2025,9.796251946661584,1539.0,0,Very High
CONV00273,U3233,29621.06,09-10-2025,10.296274633006439,1226.0,0,Very High
CONV00274,U9460,27910.12,02/28/2025,10.236780454711248,1269.0,0,Very High
CONV00275,U5135,29896.4,11-05-2025,10.305526799076102,1217.0,0,Very High
CONV00276,U4874,50654.18,11/21/2025,10.832796774931271,660.0,1,Very High
CONV00277,U2317,45034.62,10-07-2025,10.715209011193135,804.0,1,Very High
CONV00278,U2839,22195.98,10/17/2025,10.007711522570593,1411.0,0,Very High
CONV00279,U7940,29257.86,03/28/2025,10.283937712776153,1231.0,0,Very High
CONV00280,U7273,42730.78,10-03-2025,10.662698184685961,878.0,1,Very High
CONV00281,U2756,58111.66,09-07-2025,10.970138819275325,434.0,1,Very High
CONV00282,U6011,54134.28,10/22/2025,10.899241377986172,560.0,1,Very High
CONV00283,U0529,64768.32,08/21/2025,11.078587313434188,247.0,1,Very High
CONV00284,U5745,32541.4,01/18/2026,10.390299133431231,1154.0,0,Very High
CONV00285,U4606,24781.28,11/24/2025,10.117884160635732,1345.0,0,Very High
CONV00286,U1561,5151.98,03/19/2025,8.547330467086459,1888.0,0,Very High
CONV00287,U4056,11306.25,01-02-2026,9.33319939188804,1718.0,0,Very High
CONV00288,U1526,21408.26,08/24/2025,9.971578817698221,1430.0,0,Very High
CONV00289,U7512,27348.04,11/24/2025,10.216436706685643,1284.0,0,Very High
CONV00290,U4400,41387.8,06/19/2025,10.630765591812219,921.0,1,Very High
CONV00291,U7530,64430.62,01/23/2025,11.073359785383255,255.0,1,Very High
CONV00292,U4946,49353.15,03/31/2025,10.806777134537745,691.0,1,Very High
CONV00293,U5006,49419.78,01/16/2026,10.80812626250182,687.0,1,Very High
CONV00294,U3706,1439.55,10/15/2025,7.272780264092279,1979.0,0,Very High
CONV00295,U3752,60592.29,07/19/2025,11.011939439854215,368.0,1,Very High
CONV00296,U2341,1379.25,02/25/2025,7.230019921164154,1982.0,0,Very High
CONV00297,U6746,64602.21,11/14/2025,11.076019378938643,249.0,1,Very High
CONV00298,U7036,21314.85,06/13/2025,9.967206206424377,1436.0,0,Very High
CONV00299,U0440,39192.87,12/20/2025,10.57627563599929,977.0,1,Very High
CONV00300,U8109,37844.01,08-05-2025,10.541254413978931,1015.0,0,Very High
CONV00301,U6338,41316.94,10/24/2025,10.629052067198915,923.0,1,Very High
CONV00302,U3535,30299.64,01/30/2025,10.318924113386602,1207.0,0,Very High
CONV00303,U8809,6957.09,11/14/2025,8.847660290379599,1836.0,0,Very High
CONV00304,U1084,54949.41,07-05-2025,10.914186421132412,534.0,1,Very High
CONV00305,U7429,23714.79,12-03-2025,10.073896350006473,1375.0,0,Very High
CONV00306,U8134,58886.79,07/20/2025,10.98338904764062,412.0,1,Very High
CONV00307,U1935,32627.36,02-01-2025,10.39293712782779,1151.0,0,Very High
CONV00308,U7458,37846.05,10-07-2025,10.541308316594357,1014.0,0,Very High
CONV00309,U1890,940.71,05/24/2025,6.847697371552765,1995.0,0,High
CONV00310,U2933,68610.62,02-11-2025,11.136217187124593,160.0,1,Very High
CONV00311,U4445,9615.53,03-02-2025,9.171238771728678,1765.0,0,Very High
CONV00312,U1130,63479.85,09-06-2025,11.058493564594809,277.0,1,Very High
CONV00313,U9238,18761.86,06/16/2025,9.839634662966173,1515.0,0,Very High
CONV00314,U2467,18050.08,01/15/2025,9.800960795766072,1536.0,0,Very High
CONV00315,U1704,31921.32,05/16/2025,10.37106073062682,1175.0,0,Very High
CONV00316,U8516,28407.52,08/23/2025,10.254444379158295,1260.0,0,Very High
CONV00317,U1227,33047.48,11/30/2025,10.405730853299373,1137.0,0,Very High
CONV00318,U5346,18095.64,07-12-2025,9.803481564662425,1535.0,0,Very High
CONV00319,U7366,9714.7,09-07-2025,9.181498412741286,1763.0,0,Very High
CONV00320,U1482,62109.21,04/13/2025,11.036665666645684,318.0,1,Very High
CONV00321,U4067,4384.59,07-11-2025,8.38607944535621,1905.0,0,Very High
CONV00322,U9014,8316.62,06-02-2025,9.026131435200641,1799.0,0,Very High
CONV00323,U2142,51706.68,05-12-2025,10.85336159878718,627.0,1,Very High
CONV00324,U0358,48714.52,02/28/2025,10.793752944132759,713.0,1,Very High
CONV00325,U0830,61760.14,04-09-2025,11.031029643077524,335.0,1,Very High
CONV00326,U3067,66344.22,05/22/2025,11.102626994964737,217.0,1,Very High
CONV00327,U7849,29188.89,02/14/2025,10.28157769542722,1234.0,0,Very High
CONV00328,U0320,36366.57,08-09-2025,10.501432722441255,1040.0,0,Very High
CONV00329,U2947,17012.25,02-11-2025,9.741747731219444,1566.0,0,Very High
CONV00330,U3814,49522.18,03/31/2025,10.81019612177488,683.0,1,Very High
CONV00331,U9433,63062.25,08/14/2025,11.051893469988574,296.0,1,Very High
CONV00332,U5879,52766.64,11/29/2025,10.873653403019498,596.0,1,Very High
CONV00333,U8883,3568.82,06-09-2025,8.180270453334478,1926.0,0,Very High
CONV00334,U5436,10438.84,12-03-2025,9.253384535648692,1744.0,0,Very High
CONV00335,U2321,27843.07,02/28/2025,10.234375296292006,1272.0,0,Very High
CONV00336,U4945,55127.14,06/28/2025,10.917415572578152,529.0,1,Very High
CONV00337,U5847,61223.22,05-07-2025,11.022298141845381,349.0,1,Very High
CONV00338,U9386,14269.58,07/30/2025,9.565955354354088,1643.0,0,Very High
CONV00339,U5426,73691.68,02/14/2025,11.207658751670765,29.0,1,Very High
CONV00340,U3436,26773.23,06-02-2025,10.19519513673249,1293.0,0,Very High
CONV00341,U2726,28869.4,08/17/2025,10.270572127774022,1250.0,0,Very High
CONV00342,U3696,60090.19,03/26/2025,11.003618520759776,377.0,1,Very High
