User_id,Campaign_id,Revenue,Channel,Spend,ROI
U1613,CMP6736,25943.22,LinkedIn Ads,13384.0,93.83756724447102
U6913,CMP1791,19298.13,Facebook Ads,9852.67,95.8670086382676
U0242,CMP1236,30926.25,LinkedIn Ads,2884.27,972.2383826756858
U0242,CMP1236,30926.25,Google Ads,15911.78,94.36071891391157
U4346,CMP3503,52471.92,LinkedIn Ads,1990.78,2535.7467927144135
U3567,CMP9106,41007.99,Email Marketing,41791.36,-1.8744783610775113
U2580,CMP5139,63962.19,Google Ads,7026.78,810.2631646358645
U2580,CMP5139,63962.19,Instagram Ads,10173.18,528.7334933619576
U4034,CMP9750,46739.07,Google Ads,37336.38,25.183721614146855
U5148,CMP9563,10467.7,YouTube Ads,49802.29,-78.98148860223093
U5148,CMP9563,61942.12,YouTube Ads,49802.29,24.376047768084565
U9225,CMP4916,16576.71,LinkedIn Ads,1714.99,866.5776476830767
U9225,CMP4916,16576.71,Google Ads,8401.33,97.31054487801335
U7180,CMP2171,46167.08,Instagram Ads,4931.7,836.129123831539
U2201,CMP8667,8697.42,Google Ads,93182.4,-90.6662416937104
U3336,CMP2547,20350.8,Instagram Ads,15632.07,30.186213342186925
U3336,CMP2547,22063.06,Instagram Ads,15632.07,41.139721098997136
U0723,CMP4115,10463.36,Google Ads,13372.07,-21.752129625405782
U0159,CMP2648,52058.2,Email Marketing,67845.9,-23.26993967210988
U2089,CMP8939,67499.37,Google Ads,58667.66,15.0537962482226
U2089,CMP8939,67499.37,Google Ads,1285.99,5148.825418549133
U2089,CMP8939,67499.37,Google Ads,6463.43,944.327392731104
U5795,CMP0654,56398.71,Instagram Ads,19522.23,188.89481375846918
U6746,CMP3879,19176.42,Facebook Ads,5098.88,276.09082778963216
U6746,CMP3879,64602.21,Facebook Ads,5098.88,1166.9882405547885
U5729,CMP1772,2507.08,LinkedIn Ads,3394.47,-26.142225443147233
U5754,CMP6529,51204.23,Instagram Ads,13336.36,283.94456958270473
U2926,CMP8786,8798.9,Instagram Ads,2998.49,193.4443669980557
U1895,CMP5664,19663.14,Email Marketing,47505.77,-58.608943713574156
U3229,CMP7145,71203.94,Google Ads,79358.89,-10.276038387129654
U8309,CMP5410,24969.07,YouTube Ads,16152.4,54.58427230628266
U2852,CMP4845,30901.08,YouTube Ads,4357.15,609.2039521246687
U2852,CMP4845,34126.1,YouTube Ads,4357.15,683.2206832447815
U9940,CMP0007,33552.62,Instagram Ads,9120.97,267.86240937093316
U4650,CMP3502,46730.12,YouTube Ads,33244.23,40.56610726132023
U0401,CMP3849,46137.09,Email Marketing,31402.07,46.92372190750481
U6292,CMP1194,11707.17,LinkedIn Ads,65499.22,-82.12624516749972
U8487,CMP0091,19252.96,Google Ads,10274.71,87.38202830055545
U9158,CMP1989,66938.37,LinkedIn Ads,17977.46,272.3460933858287
U7374,CMP8271,48096.36,LinkedIn Ads,67380.63,-28.619901594864878
U4682,CMP8541,24488.43,LinkedIn Ads,28995.35,-15.543595783461825
U4682,CMP8541,24488.43,Instagram Ads,32867.01,-25.49237061722378
U3506,CMP1321,25317.94,Facebook Ads,9175.51,175.92951236498024
U3506,CMP1321,25317.94,YouTube Ads,76910.06,-67.08110746500523
U0321,CMP6813,1187.79,Google Ads,16489.04,-92.79648784889841
U9884,CMP4893,21015.45,LinkedIn Ads,69478.02,-69.752376363057
U2092,CMP0476,68089.47,LinkedIn Ads,51012.21,33.47680878754322
U7565,CMP9247,28898.46,Email Marketing,1264.83,2184.770285334788
U4134,CMP7450,56365.05,Instagram Ads,23250.74,142.4226067643438
U4134,CMP7450,56365.05,Google Ads,11573.21,387.03039174092584
U0660,CMP5734,63062.74,Facebook Ads,18985.43,232.16387514004157
U3572,CMP2497,57692.19,Facebook Ads,14485.62,298.272148516943
U5097,CMP9927,69719.87,YouTube Ads,31030.48,124.68189341576412
U3979,CMP6150,23142.51,LinkedIn Ads,12634.97,83.16236603648444
U3979,CMP6150,23142.51,Google Ads,66473.06,-65.18512913351665
U7019,CMP9838,38317.59,Google Ads,20796.08,84.25390746717648
U7533,CMP0208,13828.17,LinkedIn Ads,9219.21,49.99300373893209
U9708,CMP4426,18978.02,YouTube Ads,70096.91,-72.92602484189388
U9708,CMP4426,18978.02,Google Ads,37494.36,-49.384334070510874
U6210,CMP1420,63933.26,Instagram Ads,32001.44,99.78244728987197
U4527,CMP7989,71143.65,Facebook Ads,18315.54,288.43326486688346
U4527,CMP7989,59238.02,Facebook Ads,18315.54,223.43037660915263
U7801,CMP3955,34026.96,Email Marketing,49497.55,-31.255264149437707
U7801,CMP3955,34026.96,YouTube Ads,2697.74,1161.3135439293633
U9529,CMP1525,40170.96,Instagram Ads,24918.31,61.21061179510166
U9529,CMP1525,40170.96,Facebook Ads,64817.36,-38.024381122588146
U3778,CMP9018,24179.43,Instagram Ads,27276.99,-11.355945065786221
U4531,CMP8780,21762.66,Email Marketing,5243.13,315.07000589342624
U4531,CMP8780,21762.66,Google Ads,35008.16,-37.83546464595683
U4531,CMP8780,49150.08,Email Marketing,5243.13,837.4186793003415
U4531,CMP8780,49150.08,Google Ads,35008.16,40.39606765965419
U8752,CMP3181,73091.4,Instagram Ads,8618.27,748.0982842264165
U1681,CMP4787,35602.73,Email Marketing,23998.58,48.35348591458328
U1870,CMP5583,6250.6,Facebook Ads,5842.33,6.9881365824936355
U1941,CMP0879,45012.42,Facebook Ads,5163.92,771.6715208601217
U1941,CMP0879,14192.52,Facebook Ads,5163.92,174.84004399758325
U9643,CMP3698,46861.27,YouTube Ads,68811.61,-31.899180966700246
U2574,CMP1626,6323.56,Facebook Ads,25009.49,-74.71535805008418
U2574,CMP1626,6323.56,Google Ads,3231.34,95.69466537102255
U4721,CMP6694,64575.8,LinkedIn Ads,58869.44,9.693246614882018
U3684,CMP3825,20473.22,Instagram Ads,32712.32,-37.414344198149195
U3684,CMP3825,33941.31,Instagram Ads,32712.32,3.7569637372097056
U4729,CMP1170,51884.34,Google Ads,16903.47,206.94490539516437
U4729,CMP1170,51884.34,Email Marketing,11854.22,337.68666348355265
U9799,CMP6595,24682.38,Instagram Ads,49835.56,-50.47235347611223
U9620,CMP0424,20761.2,Google Ads,48150.39,-56.88259222822494
U2974,CMP2871,61207.68,LinkedIn Ads,55157.57,10.96877545548145
U2635,CMP7701,37538.58,Instagram Ads,22569.48,66.32452320567423
U2635,CMP7701,37538.58,Facebook Ads,25731.32,45.88672481629393
U5297,CMP6562,38958.76,YouTube Ads,2081.14,1771.9913124537516
U8168,CMP8890,4582.17,LinkedIn Ads,2856.65,60.40361962438521
U1990,CMP8999,60099.04,Facebook Ads,33034.92,81.92579246445884
U1990,CMP8999,60099.04,Facebook Ads,77480.17,-22.433004470692307
U3682,CMP2595,48842.44,Instagram Ads,1970.63,2378.5190522827725
U3682,CMP2595,71242.05,Instagram Ads,1970.63,3515.191588476781
U3682,CMP2595,1383.81,Instagram Ads,1970.63,-29.778294251077075
U7906,CMP8166,41681.43,Email Marketing,31678.6,31.57598504984438
U7906,CMP8166,41681.43,Instagram Ads,94159.26,-55.73305270241079
U4527,CMP3123,71143.65,YouTube Ads,110245.03,-35.46770316992975
U4527,CMP3123,59238.02,YouTube Ads,110245.03,-46.26694736261581
U8023,CMP0043,36712.35,Instagram Ads,84766.95,-56.690254869380105
U3913,CMP9043,64308.96,YouTube Ads,71158.18,-9.625344549284417
U6326,CMP0716,37528.16,Instagram Ads,115748.76,-67.5779161694691
U1634,CMP2069,54391.46,YouTube Ads,49066.0,10.85366649003383
U6513,CMP2530,25146.0,Google Ads,18711.53,34.38772778067855
U1122,CMP8743,69128.98,LinkedIn Ads,71901.85,-3.856465445603986
U7270,CMP1481,67829.24,LinkedIn Ads,19959.97,239.82636246447265
U4001,CMP5315,51373.68,Google Ads,13752.65,273.5547694444343
U4001,CMP5315,51373.68,Email Marketing,92154.67,-44.252765486545606
U4001,CMP5315,51373.68,LinkedIn Ads,40132.04,28.01163359749467
U8154,CMP2786,34990.38,Facebook Ads,11116.33,214.7655746096058
U4713,CMP7530,6234.24,Instagram Ads,3700.87,68.4533636685428
U4713,CMP7530,45286.77,Instagram Ads,3700.87,1123.6790268234224
U4098,CMP5662,74953.48,YouTube Ads,51567.8,45.34938469354906
U4848,CMP7917,73362.38,Google Ads,20163.94,263.8295888601137
U4690,CMP6485,26909.84,Instagram Ads,1382.68,1846.208811872595
U2241,CMP3116,47338.77,YouTube Ads,44432.08,6.541872448915277
U4836,CMP5062,13791.27,LinkedIn Ads,6478.79,112.86798923873131
U4211,CMP8838,65376.98,Instagram Ads,76901.85,-14.986466515434937
U6512,CMP1887,59458.14,LinkedIn Ads,5305.81,1020.6232413147097
U4296,CMP4333,48162.28,YouTube Ads,8780.19,448.5334599820733
U5375,CMP1776,5443.86,Email Marketing,5820.04,-6.463529460278629
U0610,CMP7607,7966.5,Email Marketing,15414.97,-48.319717780832526
U8851,CMP8808,54699.99,Facebook Ads,33866.51,61.51646567656365
U8851,CMP8808,54699.99,Google Ads,9300.38,488.1479036340451
U0537,CMP6798,33671.19,Email Marketing,13964.16,141.12578200192493
U5877,CMP3869,14843.28,Instagram Ads,12981.84,14.338799430589196
U0350,CMP7451,74169.94,Google Ads,48397.64,53.251150262698765
U5384,CMP9251,21337.65,Facebook Ads,6049.05,252.74381927740723
U0423,CMP2130,59406.36,YouTube Ads,18438.28,222.1903561503568
U6898,CMP9648,5469.18,Instagram Ads,993.01,450.7678673930776
U0711,CMP5932,34759.65,YouTube Ads,9816.72,254.08619172187863
U8033,CMP0511,67520.55,Google Ads,33265.69,102.97354421327198
U8033,CMP0511,26263.46,Google Ads,33265.69,-21.04940555870028
U9591,CMP9967,29032.16,Facebook Ads,1308.99,2117.90540798631
U1875,CMP8693,57845.49,Instagram Ads,54881.01,5.401649860306863
U1875,CMP8693,57845.49,Google Ads,30986.03,86.68248239609915
U6533,CMP3523,23956.71,LinkedIn Ads,18713.88,28.015729501311316
U6533,CMP3523,23956.71,YouTube Ads,31245.4,-23.32724176998855
U1528,CMP4177,55605.6,Instagram Ads,7320.27,659.6113258117529
U5401,CMP2132,27004.65,YouTube Ads,12506.61,115.92301990707314
U1698,CMP6930,12238.71,Email Marketing,4474.47,173.52312117412785
U9407,CMP3675,42401.7,Google Ads,41142.26,3.061183318563431
U4382,CMP9122,52925.38,Google Ads,107346.29,-50.69659137730797
U6567,CMP5568,47763.02,Instagram Ads,1701.37,2707.327036447098
U6567,CMP5568,47763.02,Facebook Ads,36207.19,31.91584323445148
U6567,CMP5568,47763.02,Google Ads,7723.08,518.4452316951267
U5586,CMP1504,54328.5,Email Marketing,16459.12,230.0814381327799
U0816,CMP9300,33651.14,YouTube Ads,819.96,4003.9977559880967
U1865,CMP7958,21781.05,YouTube Ads,25059.2,-13.081622717405189
U6476,CMP9718,15928.41,LinkedIn Ads,43553.83,-63.4282220415518
U6476,CMP9718,18590.0,LinkedIn Ads,43553.83,-57.31718657119248
U8150,CMP3461,28980.4,Facebook Ads,10179.04,184.7066128043509
U1181,CMP3771,33139.3,YouTube Ads,97576.24,-66.03753126785783
U1181,CMP3771,37050.44,YouTube Ads,97576.24,-62.02923990512444
U6844,CMP1276,2298.6,Instagram Ads,44698.01,-94.8574891812857
U7156,CMP2816,44473.7,YouTube Ads,105978.44,-58.0351437518801
U7156,CMP2816,44473.7,LinkedIn Ads,30130.81,47.60207243018025
U1252,CMP1289,40147.41,LinkedIn Ads,18054.73,122.36505336828634
U4194,CMP5725,12100.58,Instagram Ads,16381.09,-26.130800819725675
U9495,CMP1235,66242.07,Facebook Ads,86493.21,-23.413560440177903
U7246,CMP5296,21144.52,Email Marketing,13111.86,61.26255161357732
U0933,CMP5767,48616.48,YouTube Ads,7247.64,570.7904918014692
U0933,CMP5767,48616.48,Instagram Ads,4674.07,940.1316197660713
U9082,CMP1480,60878.84,YouTube Ads,38787.15,56.95620843501003
U9082,CMP1480,60878.84,Instagram Ads,42971.57,41.67236617140123
U7382,CMP3085,7011.44,Instagram Ads,44486.92,-84.23932247950633
U7382,CMP3085,7011.44,Instagram Ads,8102.55,-13.466254450759335
U8587,CMP2828,27769.43,Google Ads,29953.95,-7.292927977779226
U5483,CMP4635,42178.77,LinkedIn Ads,40567.98,3.970594542789642
U2318,CMP4656,52612.14,Instagram Ads,20942.93,151.2167113197628
U5382,CMP2113,62300.2,YouTube Ads,11385.63,447.18272067509656
U5382,CMP2113,48748.41,YouTube Ads,11385.63,328.157335167224
U5941,CMP8625,26123.62,Google Ads,79641.66,-67.19854910106093
U1658,CMP7968,55594.32,Facebook Ads,3194.67,1640.2210556958935
U2659,CMP0619,47136.98,Email Marketing,14544.89,224.07931582844563
U3892,CMP2713,56615.04,Email Marketing,3943.84,1335.5308531786277
U3179,CMP7356,73844.66,Facebook Ads,15902.62,364.3553074902123
U3272,CMP4617,19312.74,LinkedIn Ads,42942.09,-55.02608280127957
U3272,CMP4617,57011.73,LinkedIn Ads,42942.09,32.764218043416165
U2043,CMP7874,12653.19,Instagram Ads,13305.07,-4.899485684780307
U7392,CMP8411,4704.33,Facebook Ads,15268.85,-69.19001758482139
U7392,CMP8411,14565.56,Facebook Ads,15268.85,-4.606044332087884
U5222,CMP6127,25645.3,Facebook Ads,6505.78,294.19254877970053
U2274,CMP2255,46439.61,Google Ads,64798.29,-28.33204394745602
U9976,CMP1299,58380.82,Google Ads,15965.36,265.6718044566486
U9976,CMP1299,58380.82,YouTube Ads,9730.77,499.9609486196879
U7490,CMP4935,67957.16,Google Ads,2895.0,2247.3975820379965
U7490,CMP4935,67957.16,LinkedIn Ads,39940.16,70.14744057109435
U7033,CMP8783,18611.9,Google Ads,60494.07,-69.2335133013864
U1109,CMP3069,59141.12,Email Marketing,16931.74,249.29144907729506
U6117,CMP9080,27264.22,Google Ads,12724.49,114.26571909758269
U6117,CMP9080,18953.24,Google Ads,12724.49,48.95088133198267
U2186,CMP5650,25887.14,Facebook Ads,27970.23,-7.447525458317647
U2210,CMP2869,70812.67,Email Marketing,62483.7,13.329828419251744
U2210,CMP2869,70812.67,LinkedIn Ads,3950.2,1692.6350564528382
U5081,CMP4808,41070.03,Facebook Ads,4572.34,798.2278220779732
U5439,CMP0600,28075.43,Email Marketing,10680.15,162.8748659897099
U8130,CMP6554,69380.06,Email Marketing,27129.41,155.7374450826612
U2957,CMP4370,8367.9,Google Ads,27187.96,-69.22203799034573
U7273,CMP4844,54715.96,Instagram Ads,75084.68,-27.12766439172411
U7273,CMP4844,42730.78,Instagram Ads,75084.68,-43.089881983914694
U7273,CMP4844,25831.75,Instagram Ads,75084.68,-65.59651049987826
U1230,CMP5777,27725.85,YouTube Ads,31474.95,-11.911377142775452
U1230,CMP5777,27725.85,YouTube Ads,14015.35,97.82488485838739
U1230,CMP5777,46246.74,YouTube Ads,31474.95,46.93189345813098
U1230,CMP5777,46246.74,YouTube Ads,14015.35,229.97206634154693
U0571,CMP2622,58554.76,Google Ads,23480.96,149.37123524762194
U7372,CMP5934,57409.02,LinkedIn Ads,4123.09,1292.378531635254
U4090,CMP2256,14564.07,YouTube Ads,26485.78,-45.011738374327656
U7312,CMP6341,52278.06,YouTube Ads,9412.26,455.425158251047
U7312,CMP6341,9478.38,YouTube Ads,9412.26,0.7024880315673279
U7293,CMP3280,74003.17,Google Ads,6817.46,985.494744376938
U2581,CMP5693,52741.27,Email Marketing,7348.64,617.7010984345402
U3879,CMP5923,41886.09,YouTube Ads,10797.68,287.9174970919679
U3879,CMP5923,41886.09,Email Marketing,14068.49,197.7298203289763
U5068,CMP7658,36290.88,YouTube Ads,23420.53,54.9532824406621
U5068,CMP7658,36290.88,YouTube Ads,95320.58,-61.927550168074944
U5068,CMP7658,67809.42,YouTube Ads,23420.53,189.5298270363651
U5068,CMP7658,67809.42,YouTube Ads,95320.58,-28.861721151927533
U1216,CMP6709,39163.98,YouTube Ads,5972.09,555.783486183229
U1216,CMP6709,6954.91,YouTube Ads,5972.09,16.456885278018245
U7089,CMP9033,9968.97,Email Marketing,24541.72,-59.37949744353696
U5670,CMP4983,6605.36,Facebook Ads,25854.2,-74.45150111007109
U1531,CMP9025,44691.78,Instagram Ads,10373.24,330.83723118331403
U0675,CMP2527,71179.6,Facebook Ads,96240.3,-26.03971517129518
U0675,CMP2527,25725.76,Facebook Ads,96240.3,-73.26924375755272
U0497,CMP9450,22258.12,Instagram Ads,55774.0,-60.092301072184185
U4874,CMP4950,5198.55,LinkedIn Ads,55639.34,-90.65670081636482
U4874,CMP4950,5198.55,LinkedIn Ads,2742.46,89.55791515646536
U4874,CMP4950,50654.18,LinkedIn Ads,55639.34,-8.959775583247387
U4874,CMP4950,50654.18,LinkedIn Ads,2742.46,1747.0344143579123
U5122,CMP6810,26393.76,LinkedIn Ads,14548.25,81.42223291461171
U7643,CMP2143,19157.97,Instagram Ads,20270.08,-5.486460832912354
U7643,CMP2143,19157.97,Facebook Ads,20343.2,-5.8261728734908935
U7643,CMP2143,48102.42,Instagram Ads,20270.08,137.3074995263955
U7643,CMP2143,48102.42,Facebook Ads,20343.2,136.45454009202092
U5365,CMP0830,14845.19,Instagram Ads,49980.17,-70.29784012339293
U0380,CMP8164,34699.38,YouTube Ads,73949.61,-53.07699391518089
U0380,CMP8164,8428.88,YouTube Ads,73949.61,-88.60186010446843
U9790,CMP3525,21966.81,YouTube Ads,1516.24,1348.7686645913575
U6607,CMP1762,4548.46,LinkedIn Ads,13237.21,-65.63883174777767
U7379,CMP3190,74189.98,Instagram Ads,9141.35,711.5866912436346
U7379,CMP3190,74189.98,LinkedIn Ads,27428.94,170.4806674993638
U9140,CMP1947,45482.88,Facebook Ads,7730.51,488.3554901293705
U7762,CMP8194,45764.85,Google Ads,435.93,10398.210721904892
U7762,CMP8194,976.7,Google Ads,435.93,124.04973275525886
U4903,CMP2291,62250.48,Instagram Ads,14209.13,338.10198090945755
U4903,CMP2291,62250.48,Google Ads,1379.55,4412.375774709145
U6036,CMP8026,73507.42,Email Marketing,27080.6,171.43940680782555
U6036,CMP8026,73507.42,YouTube Ads,1954.5,3660.9322077257607
U9478,CMP5041,4563.12,Email Marketing,6291.72,-27.474204192176387
U3969,CMP2794,8909.74,YouTube Ads,31935.46,-72.10079328746166
U3969,CMP2794,8909.74,Instagram Ads,69843.11,-87.24320838519361
U3969,CMP2794,8909.74,Instagram Ads,13723.88,-35.07856378808325
U6724,CMP7226,35766.7,Instagram Ads,12547.57,185.04881821739187
U7838,CMP1021,71783.9,Email Marketing,6814.87,953.3421767399817
U4332,CMP8735,71832.3,Instagram Ads,42295.37,69.83490155068982
U3397,CMP9144,24290.28,Instagram Ads,20298.35,19.666278293555884
U3397,CMP9144,4127.79,Instagram Ads,20298.35,-79.66440622021001
U8900,CMP9184,26376.25,Email Marketing,5689.07,363.6302594272878
U5675,CMP2400,56239.89,Instagram Ads,6610.99,750.7029960716927
U1790,CMP3311,18516.69,YouTube Ads,34534.41,-46.38191299634192
U1790,CMP3311,22514.58,YouTube Ads,34534.41,-34.805372380764574
U1790,CMP3311,14555.28,YouTube Ads,34534.41,-57.85281983969034
U5412,CMP8701,57979.38,Facebook Ads,13209.45,338.9234979503309
U5412,CMP8701,57979.38,Facebook Ads,1018.58,5592.177344931178
U5412,CMP8701,57979.38,LinkedIn Ads,15165.97,282.29918692968533
U7823,CMP9017,72320.61,Facebook Ads,101822.81,-28.974057973846918
U3805,CMP4677,63887.24,Email Marketing,3402.88,1777.446163249953
U8117,CMP2869,69508.46,Email Marketing,62483.7,11.24254805653316
U8117,CMP2869,69508.46,LinkedIn Ads,3950.2,1659.6187534808369
U4663,CMP0614,39680.66,Google Ads,31003.72,27.986770619783698
U5418,CMP2199,48885.18,YouTube Ads,13422.55,264.20188414273
U5418,CMP2199,42941.16,YouTube Ads,13422.55,219.91804835891844
U3165,CMP3051,48175.4,Google Ads,91054.09,-47.09144861038092
U3028,CMP7008,70235.04,YouTube Ads,7231.08,871.293914601968
U4948,CMP4273,1599.1,LinkedIn Ads,29482.9,-94.57617805575435
U4948,CMP4273,14406.82,LinkedIn Ads,29482.9,-51.13499689650611
U5027,CMP5891,38062.14,Email Marketing,4312.62,782.5757891954311
U6022,CMP5096,71834.02,Email Marketing,25166.84,185.43122616903833
U7715,CMP2510,16967.07,LinkedIn Ads,30407.4,-44.200852424080985
U1280,CMP9762,62286.48,Google Ads,43554.9,43.006825868042405
U8526,CMP8282,16001.06,Facebook Ads,22774.26,-29.74059310818441
U8526,CMP8282,16001.06,Email Marketing,49253.93,-67.51313042431335
U2162,CMP8009,42620.4,Google Ads,61596.16,-30.806725614064256
U3571,CMP7576,32209.53,Email Marketing,2149.84,1398.229170542924
U0520,CMP1045,57846.18,YouTube Ads,3578.06,1516.6911678395556
U6155,CMP6888,65685.62,Instagram Ads,65983.15,-0.45091815107341626
U3649,CMP5698,35128.03,Google Ads,21101.68,66.47029999507149
U7547,CMP8921,14744.67,LinkedIn Ads,53381.11,-72.37848744621459
U3944,CMP1849,44850.36,Google Ads,91740.68,-51.111807760744746
U3944,CMP1849,44850.36,Facebook Ads,4999.02,797.1830478773838
U6591,CMP9795,16882.24,Email Marketing,5745.07,193.85612359814593
U5225,CMP0925,50685.5,Facebook Ads,15960.14,217.57553505169756
U5225,CMP0925,8500.08,Facebook Ads,15960.14,-46.74182056047127
U6776,CMP3882,42086.32,Instagram Ads,29063.09,44.81020428316466
U5643,CMP2870,59096.0,Email Marketing,86190.85,-31.43587747423306
U7759,CMP6822,64422.44,LinkedIn Ads,11614.53,454.6710887138782
U7759,CMP6822,42822.96,LinkedIn Ads,11614.53,268.7016177150517
U8684,CMP7587,19683.42,Google Ads,66666.37,-70.47473861258683
U0845,CMP1296,45668.98,LinkedIn Ads,9582.01,376.61169211887693
U7855,CMP1193,71808.72,Facebook Ads,85260.05,-15.776826309625669
U3975,CMP3471,15935.1,YouTube Ads,50096.75,-68.19134973825648
U3975,CMP3471,15935.1,Facebook Ads,30704.8,-48.10225111383236
U5887,CMP3922,38826.63,YouTube Ads,21694.62,78.96893331157678
U3329,CMP7636,4144.36,Google Ads,122544.3,-96.61807199518869
U9489,CMP3626,15317.24,Email Marketing,819.37,1769.3923380157926
U5531,CMP6224,48395.82,YouTube Ads,25425.43,90.34415543807913
U5531,CMP6224,62762.96,YouTube Ads,25425.43,146.85112503505349
U8001,CMP7551,71824.84,Facebook Ads,31789.71,125.93738665750647
U2253,CMP0555,53257.34,Google Ads,13399.28,297.46419210584446
U7917,CMP3584,1240.96,YouTube Ads,11054.32,-88.77398157462423
U4698,CMP6740,52566.03,Google Ads,4859.42,981.7346514604625
U8626,CMP2938,59774.02,Google Ads,5733.71,942.501626346641
U3701,CMP6113,63704.13,LinkedIn Ads,31605.21,101.56211586633977
U0920,CMP0520,13475.24,Google Ads,28721.08,-53.08240497919995
U3765,CMP7110,42833.73,Email Marketing,15090.0,183.855069582505
U0540,CMP0763,72139.08,Google Ads,84678.82,-14.808590861327547
U0540,CMP0763,72139.08,Email Marketing,4141.43,1641.8881883793758
U3940,CMP2363,67317.04,Email Marketing,5261.39,1179.453528440203
U8205,CMP6289,33203.8,Email Marketing,33023.67,0.5454572432440267
U6500,CMP1246,21044.54,Instagram Ads,84077.53,-74.9700782123357
U3044,CMP8039,28970.4,Facebook Ads,86882.6,-66.65569400547405
U6226,CMP4840,55669.41,Facebook Ads,4935.32,1027.979745994181
U5897,CMP5910,7231.82,Google Ads,1140.11,534.3089701870872
U5897,CMP5910,7231.82,YouTube Ads,116718.3,-93.80403929803639
U5897,CMP5910,15438.51,Google Ads,1140.11,1254.1246020120866
U5897,CMP5910,15438.51,YouTube Ads,116718.3,-86.77284538928343
U5897,CMP5910,15324.02,Google Ads,1140.11,1244.0825885221602
U5897,CMP5910,15324.02,YouTube Ads,116718.3,-86.8709362627797
U1469,CMP7354,45071.66,YouTube Ads,40944.36,10.08026502307034
U1469,CMP7354,32895.03,YouTube Ads,40944.36,-19.659191155998045
U1469,CMP7354,51136.68,YouTube Ads,40944.36,24.89309882972893
U1469,CMP7354,21184.78,YouTube Ads,40944.36,-48.259589354919704
U1469,CMP7354,63254.73,YouTube Ads,40944.36,54.489482800561554
U9168,CMP5316,13341.53,LinkedIn Ads,1938.59,588.2079243161268
U1037,CMP2778,32016.86,Facebook Ads,9233.9,246.73171682604317
U9729,CMP1261,8692.7,Instagram Ads,16022.68,-45.747527879231185
U9729,CMP1261,65776.89,Instagram Ads,16022.68,310.52364523288236
U7213,CMP0111,61897.48,LinkedIn Ads,52398.57,18.128185559262405
U3291,CMP9739,72369.66,Facebook Ads,17795.6,306.67164917170544
U5340,CMP5229,59100.58,Instagram Ads,157313.8,-62.431407797663006
U5340,CMP5229,59100.58,LinkedIn Ads,14375.65,311.115879977601
U9013,CMP1866,70765.89,YouTube Ads,49381.54,43.30434004285812
U9013,CMP1866,57490.69,YouTube Ads,49381.54,16.421419826113162
U8181,CMP7184,18720.07,Instagram Ads,19912.13,-5.98660213648666
U8181,CMP7184,18720.07,Email Marketing,689.26,2615.966398746482
U7852,CMP2526,38366.0,Email Marketing,11906.8,222.21923606678538
U9730,CMP6854,57844.84,YouTube Ads,6177.45,836.3870205343628
U6548,CMP5817,1533.16,Facebook Ads,9576.18,-83.98985816891495
U9425,CMP3638,29791.71,YouTube Ads,104852.5,-71.58702939844068
U7910,CMP9644,69100.65,Email Marketing,10961.42,530.3987074667333
U3390,CMP1902,36105.07,Email Marketing,6072.02,494.61381879506325
U1886,CMP7413,8870.17,Instagram Ads,2179.22,307.03416818861797
U5423,CMP2693,17965.28,Email Marketing,12010.99,49.5736821028075
U5423,CMP2693,17965.28,LinkedIn Ads,7135.21,151.7834793930382
U3233,CMP3023,29621.06,Facebook Ads,67183.79,-55.910406364392365
