Conversion_id,User_id,Revenue,Conversion_date,Revenue_Log,Revenue_Rank,High_Value_Conversion,Revenue_Category
CONV00057,U2092,45392.98,12/03/2025,10.723134776118457,169.0,1,Very High
CONV00058,U7565,19265.64,04/10/2025,9.866130381908356,1249.0,0,Very High
CONV00059,U4134,37576.7,02/12/2025,10.53416606832706,491.0,1,Very High
CONV00060,U0660,42041.83,02/04/2025,10.646444139566317,295.0,1,Very High
CONV00061,U3572,38461.46,09/01/2025,10.557437979655756,453.0,1,Very High
CONV00062,U5097,46479.91,03/15/2025,10.746796969647392,130.0,1,Very High
CONV00063,U3979,15428.34,03/15/2025,9.64402617062514,1384.0,0,Very High
CONV00064,U7019,25545.06,12/15/2025,10.148238376304262,1004.0,0,Very High
CONV00065,U7533,9218.78,01/14/2026,9.129106455094592,1656.0,0,Very High
CONV00066,U9708,12652.01,06/16/2025,9.445650410515356,1507.0,0,Very High
CONV00067,U6210,42622.17,06/27/2025,10.66015328111287,264.0,1,Very High
CONV00068,U4527,47429.1,10/14/2025,10.767012327239634,93.0,1,Very High
CONV00069,U7801,22684.64,11/27/2025,10.029487404175304,1109.0,0,Very High
CONV00070,U9529,26780.64,07/21/2025,10.19547185710123,947.0,1,Very High
CONV00071,U3778,16119.62,03/26/2025,9.687854476859457,1361.0,0,Very High
CONV00072,U4531,14508.44,11/01/2025,9.58255475106041,1423.0,0,Very High
CONV00073,U8752,48727.6,03/23/2025,10.79402140568957,46.0,1,Very High
CONV00074,U1681,23735.15,01/21/2025,10.074754481465352,1062.0,0,Very High
CONV00075,U1870,4167.07,02/23/2025,8.335208377917894,1851.0,0,Very High
CONV00076,U1941,30008.28,11/01/2025,10.309261946143934,805.0,1,Very High
CONV00077,U9643,31240.85,08/27/2025,10.349513821150314,757.0,1,Very High
CONV00078,U2574,4215.71,05/03/2025,8.346810482114593,1848.0,0,Very High
CONV00079,U4721,43050.53,12/30/2025,10.67015304929403,251.0,1,Very High
CONV00080,U3684,13648.81,12/02/2025,9.52148088110231,1461.0,0,Very High
CONV00081,U4729,34589.56,09/04/2025,10.45133609145035,622.0,1,Very High
CONV00082,U9799,16454.92,01/29/2025,9.708440569872264,1350.0,0,Very High
CONV00083,U9620,13840.8,01/12/2025,9.535448278518343,1452.0,0,Very High
CONV00084,U2974,40805.12,10/29/2025,10.616587349143378,350.0,1,Very High
CONV00085,U2635,25025.72,07/09/2025,10.127699333090268,1020.0,0,Very High
CONV00086,U5297,25972.51,03/01/2025,10.164832451473224,982.0,1,Very High
CONV00087,U8168,3054.78,11/25/2025,8.024790158166246,1899.0,0,Very High
CONV00088,U1990,40066.03,02/06/2025,10.598309080593651,376.0,1,Very High
CONV00089,U3682,32561.63,03/04/2025,10.390920590810213,706.0,1,Very High
CONV00090,U7906,27787.62,09/11/2025,10.23238186335313,913.0,1,Very High
CONV00091,U4527,39492.01,08/09/2025,10.58387897320427,394.0,1,Very High
CONV00092,U8023,24474.9,03/28/2025,10.105444238939178,1036.0,0,Very High
CONV00093,U3913,42872.64,11/02/2025,10.66601246384853,259.0,1,Very High
CONV00094,U6326,25018.77,12/07/2025,10.127421591332766,1022.0,0,Very High
CONV00095,U1634,36260.97,10/10/2025,10.498524812673072,555.0,1,Very High
CONV00096,U6513,16764.0,12/20/2025,9.72704865890033,1338.0,0,Very High
CONV00097,U1122,46085.99,05/08/2025,10.73828597657393,150.0,1,Very High
CONV00098,U7270,45219.49,03/28/2025,10.719305581686566,175.0,1,Very High
CONV00099,U4001,34249.12,10/04/2025,10.441445347333868,644.0,1,Very High
CONV00100,U8154,23326.92,11/03/2025,10.057406205447224,1078.0,0,Very High
CONV00101,U4713,4156.16,01/12/2026,8.332587427807109,1853.0,0,Very High
CONV00102,U4098,49968.99,09/18/2025,10.819177904218158,2.0,1,Very High
CONV00103,U4848,48908.25,01/15/2026,10.797721819128364,39.0,1,Very High
CONV00104,U4690,17939.89,05/18/2025,9.79483774419274,1291.0,0,Very High
CONV00105,U2241,31559.18,11/19/2025,10.3596514783656,750.0,1,Very High
CONV00106,U4836,9194.18,06/21/2025,9.12643471270326,1658.0,0,Very High
CONV00107,U4211,43584.65,09/29/2025,10.682483246722107,239.0,1,Very High
CONV00108,U6512,39638.76,10/13/2025,10.587587933935184,390.0,1,Very High
CONV00109,U4296,32108.19,11/07/2025,10.376897560979025,726.0,1,Very High
CONV00110,U5375,3629.24,12/05/2025,8.197054040775829,1879.0,0,Very High
CONV00111,U0610,5311.0,07/03/2025,8.57772369115627,1808.0,0,Very High
CONV00112,U8851,36466.66,08/31/2025,10.504181119419036,546.0,1,Very High
CONV00113,U0537,22447.46,01/19/2026,10.018977293935569,1119.0,0,Very High
CONV00114,U5877,9895.52,02/04/2025,9.199938459175234,1629.0,0,Very High
CONV00115,U0350,49446.63,02/20/2025,10.808669408703125,16.0,1,Very High
CONV00116,U5384,14225.1,03/21/2025,9.562833584651576,1434.0,0,Very High
CONV00117,U0423,39604.24,03/16/2025,10.586716711720948,391.0,1,Very High
CONV00118,U6898,3646.12,10/11/2025,8.201693094023875,1875.0,0,Very High
CONV00119,U0711,23173.1,01/03/2026,10.050790554728504,1086.0,0,Very High
CONV00120,U8033,45013.7,01/10/2026,10.714744382075184,185.0,1,Very High
CONV00121,U9591,19354.77,10/27/2025,9.870745845222237,1238.0,0,Very High
CONV00122,U1875,38563.66,12/25/2025,10.56009159204504,446.0,1,Very High
CONV00123,U6533,15971.14,08/11/2025,9.67860123348404,1368.0,0,Very High
CONV00124,U1528,37070.4,09/04/2025,10.52060106181956,515.0,1,Very High
CONV00125,U5401,18003.1,12/31/2025,9.79835478871866,1290.0,0,Very High
CONV00126,U1698,8159.14,11/07/2025,9.007016604673721,1697.0,0,Very High
CONV00127,U9407,28267.8,05/20/2025,10.249514001962153,889.0,1,Very High
CONV00128,U4382,35283.59,01/24/2025,10.471201603699008,590.0,1,Very High
CONV00129,U6567,31842.01,02/05/2025,10.36857317066603,740.0,1,Very High
CONV00130,U5586,36219.0,04/15/2025,10.497366731437404,557.0,1,Very High
CONV00131,U0816,22434.09,12/25/2025,10.018381529991071,1120.0,0,Very High
CONV00132,U1865,14520.7,07/17/2025,9.583399361415278,1422.0,0,Very High
CONV00133,U6476,10618.94,12/03/2025,9.270488645062455,1595.0,0,Very High
CONV00134,U8150,19320.27,08/31/2025,9.868961840595707,1242.0,0,Very High
CONV00135,U1181,22092.87,08/06/2025,10.003055473464515,1135.0,0,Very High
CONV00136,U6844,1532.4,06/08/2025,7.335242771124794,1959.0,0,Very High
CONV00137,U7156,29649.13,03/12/2025,10.297221788901926,818.0,1,Very High
CONV00138,U1252,26764.94,09/25/2025,10.194885462703953,949.0,1,Very High
CONV00139,U4194,8067.05,05/06/2025,8.995667096377655,1703.0,0,Very High
CONV00140,U9495,44161.38,09/07/2025,10.695628574426234,221.0,1,Very High
CONV00141,U7246,14096.35,11/21/2025,9.5537421154403,1444.0,0,Very High
CONV00142,U0933,32410.99,08/04/2025,10.386283695052862,718.0,1,Very High
CONV00143,U9082,40585.89,02/11/2025,10.611200387040384,360.0,1,Very High
CONV00144,U7382,4674.29,03/14/2025,8.45004647188444,1835.0,0,Very High
CONV00145,U8587,18512.95,10/24/2025,9.82627978096455,1274.0,0,Very High
CONV00146,U5483,28119.18,02/15/2025,10.244242747042094,897.0,1,Very High
CONV00147,U2318,35074.76,07/11/2025,10.465265572590514,602.0,1,Very High
CONV00148,U5382,41533.47,03/30/2025,10.63427896386914,312.0,1,Very High
CONV00149,U5941,17415.75,07/02/2025,9.765187665836496,1313.0,0,Very High
CONV00150,U1658,37062.88,10/03/2025,10.520398189448247,516.0,1,Very High
CONV00151,U2659,31424.65,05/01/2025,10.35537971741319,754.0,1,Very High
CONV00152,U3892,37743.36,09/10/2025,10.538591339541776,482.0,1,Very High
CONV00153,U3179,49229.77,07/22/2025,10.804274113499318,24.0,1,Very High
CONV00154,U3272,12875.16,11/26/2025,9.463132818560815,1491.0,0,Very High
CONV00155,U2043,8435.46,06/09/2025,9.04031806832448,1685.0,0,Very High
CONV00156,U7392,3136.22,07/14/2025,8.051092336429756,1896.0,0,Very High
CONV00157,U5222,17096.87,02/24/2025,9.746709173328826,1329.0,0,Very High
CONV00158,U2274,30959.74,01/25/2026,10.340475229226806,768.0,1,Very High
CONV00159,U9976,38920.55,10/05/2025,10.569303360789569,426.0,1,Very High
CONV00160,U7490,45304.77,02/21/2025,10.721189676428295,173.0,1,Very High
CONV00161,U7033,12407.93,01/14/2025,9.42617165369174,1519.0,0,Very High
CONV00162,U1109,39427.41,10/13/2025,10.582241901432694,399.0,1,Very High
CONV00163,U6117,18176.15,05/12/2025,9.80792058976588,1286.0,0,Very High
CONV00164,U2186,17258.09,02/12/2025,9.756094240188414,1319.0,0,Very High
CONV00165,U2210,47208.45,02/03/2025,10.762349363398332,103.0,1,Very High
CONV00166,U5081,27380.02,09/29/2025,10.217605351618232,929.0,1,Very High
CONV00167,U5439,18716.95,06/17/2025,9.837238235488076,1265.0,0,Very High
CONV00168,U8130,46253.37,01/06/2026,10.741911224963491,143.0,1,Very High
CONV00169,U2957,5578.6,10/17/2025,8.62687236821808,1798.0,0,Very High
CONV00170,U7273,36477.31,07/28/2025,10.504473116360764,544.0,1,Very High
CONV00171,U1230,18483.9,01/04/2026,9.824709461564376,1278.0,0,Very High
CONV00172,U0571,39036.51,03/17/2025,10.572278257755244,419.0,1,Very High
CONV00173,U7372,38272.68,07/27/2025,10.552517732667958,458.0,1,Very High
CONV00174,U4090,9709.38,03/16/2025,9.18095069543208,1636.0,0,Very High
CONV00175,U7312,34852.04,05/05/2025,10.458895643374223,611.0,1,Very High
CONV00176,U7293,49335.45,03/07/2025,10.80641843775832,23.0,1,Very High
CONV00177,U2581,35160.85,01/05/2026,10.467716967024693,599.0,1,Very High
CONV00178,U3879,27924.06,09/21/2025,10.237279772547447,905.0,1,Very High
CONV00179,U5068,24193.92,08/05/2025,10.093897972753672,1044.0,0,Very High
CONV00180,U1216,26109.32,08/23/2025,10.170085917458746,978.0,1,Very High
CONV00181,U7089,6645.98,09/19/2025,8.801917895160871,1759.0,0,Very High
CONV00182,U5670,4403.57,09/29/2025,8.390397917260431,1845.0,0,Very High
CONV00183,U1531,29794.52,10/03/2025,10.302113325621502,812.0,1,Very High
CONV00184,U0675,47453.07,02/08/2025,10.767517574859124,92.0,1,Very High
CONV00185,U0497,14838.75,10/12/2025,9.605064670218283,1408.0,0,Very High
CONV00186,U4874,3465.7,09/04/2025,8.150958411799742,1887.0,0,Very High
CONV00187,U5122,17595.84,06/25/2025,9.775474619451485,1302.0,0,Very High
CONV00188,U7643,12771.98,03/07/2025,9.455087281238686,1500.0,0,Very High
CONV00189,U5365,9896.79,10/28/2025,9.200066778879403,1628.0,0,Very High
CONV00190,U0380,23132.92,02/23/2025,10.049055217735768,1088.0,0,Very High
CONV00191,U9790,14644.54,12/01/2025,9.591891131234837,1417.0,0,Very High
CONV00192,U6607,3032.31,07/24/2025,8.017409711499553,1901.0,0,Very High
CONV00193,U7379,49459.99,10/30/2025,10.808939557049772,15.0,1,Very High
CONV00194,U9140,30321.92,07/19/2025,10.319659141187778,797.0,1,Very High
CONV00195,U7762,30509.9,10/09/2025,10.325839275800716,786.0,1,Very High
CONV00196,U4903,41500.32,11/17/2025,10.633480512941864,314.0,1,Very High
CONV00197,U6036,49004.95,07/07/2025,10.79969699829234,34.0,1,Very High
CONV00198,U9478,3042.08,11/07/2025,8.020625439396946,1900.0,0,Very High
CONV00199,U3969,5939.83,01/17/2025,8.689604133235004,1779.0,0,Very High
CONV00200,U6724,23844.47,10/11/2025,10.079349541169233,1057.0,0,Very High
CONV00201,U7838,47855.93,10/11/2025,10.775971213980805,79.0,1,Very High
CONV00202,U4332,47888.2,11/17/2025,10.776645288248284,75.0,1,Very High
CONV00203,U3397,16193.52,12/31/2025,9.692428192388792,1358.0,0,Very High
CONV00204,U8900,17584.17,08/07/2025,9.774811212191466,1306.0,0,Very High
CONV00205,U5675,37493.26,08/21/2025,10.531943133575938,492.0,1,Very High
CONV00206,U1790,12344.46,11/13/2025,9.42104366313448,1522.0,0,Very High
CONV00207,U5412,38652.92,08/30/2025,10.562403471899769,443.0,1,Very High
CONV00208,U7823,48213.74,12/10/2025,10.78342006241724,62.0,1,Very High
CONV00209,U3805,42591.49,10/02/2025,10.659433225636551,265.0,1,Very High
CONV00210,U8117,46338.97,05/04/2025,10.743760150597293,135.0,1,Very High
CONV00211,U4663,26453.77,09/18/2025,10.183191761291743,964.0,1,Very High
CONV00212,U5418,32590.12,04/16/2025,10.39179513761115,702.0,1,Very High
CONV00213,U3165,32116.93,04/12/2025,10.377169720155832,725.0,1,Very High
CONV00214,U3028,46823.36,03/13/2025,10.754158859306443,116.0,1,Very High
CONV00215,U4948,1066.07,11/15/2025,6.972671853648467,1976.0,0,Very High
CONV00216,U5027,25374.76,04/20/2025,10.141549666634493,1009.0,0,Very High
CONV00217,U6022,47889.35,11/26/2025,10.776669301725066,74.0,1,Very High
CONV00218,U7715,11311.38,10/10/2025,9.333652980217112,1568.0,0,Very High
CONV00219,U1280,41524.32,11/13/2025,10.634058640652889,313.0,1,Very High
CONV00220,U8526,10667.37,09/02/2025,9.275038567865062,1592.0,0,Very High
CONV00221,U2162,28413.6,10/07/2025,10.25465837656017,884.0,1,Very High
CONV00222,U3571,21473.02,11/15/2025,9.9745991113525,1169.0,0,Very High
CONV00223,U0520,38564.12,06/20/2025,10.560103519992976,445.0,1,Very High
CONV00224,U6155,43790.41,02/15/2025,10.687192958409286,231.0,1,Very High
CONV00225,U3649,23418.69,01/25/2025,10.061332400514146,1075.0,0,Very High
CONV00226,U7547,9829.78,07/25/2025,9.193273558925094,1632.0,0,Very High
CONV00227,U3944,29900.24,04/30/2025,10.305655230090762,808.0,1,Very High
CONV00228,U6591,11254.83,09/09/2025,9.328641495624025,1571.0,0,Very High
CONV00229,U5225,33790.33,11/02/2025,10.427959539691342,659.0,1,Very High
CONV00230,U6776,28057.55,06/21/2025,10.242048677339072,901.0,1,Very High
CONV00231,U5643,39397.33,12/06/2025,10.58147870860092,403.0,1,Very High
CONV00232,U7759,42948.29,05/08/2025,10.66777539642594,256.0,1,Very High
CONV00233,U8684,13122.28,03/20/2025,9.482143031253289,1483.0,0,Very High
CONV00234,U0845,30445.99,05/19/2025,10.323742417677291,792.0,1,Very High
CONV00235,U7855,47872.48,04/17/2025,10.776316976631668,77.0,1,Very High
CONV00236,U3975,10623.4,01/21/2026,9.270908521609858,1593.0,0,Very High
CONV00237,U5887,25884.42,06/22/2025,10.161435154817658,984.0,1,Very High
CONV00238,U3329,2762.91,08/05/2025,7.924401622852358,1911.0,0,Very High
CONV00239,U9489,10211.49,08/09/2025,9.231366759975613,1611.0,0,Very High
CONV00240,U5531,32263.88,05/27/2025,10.381734611162653,721.0,1,Very High
CONV00241,U8001,47883.23,04/21/2025,10.776541501634306,76.0,1,Very High
CONV00242,U2253,35504.89,11/19/2025,10.477453877194012,582.0,1,Very High
CONV00243,U7917,827.31,12/21/2025,6.719387480451781,1987.0,0,High
CONV00244,U4698,35044.02,01/22/2025,10.464388799629084,603.0,1,Very High
CONV00245,U8626,39849.35,05/12/2025,10.592886467115802,382.0,1,Very High
CONV00246,U3701,42469.42,06/23/2025,10.656563112592066,269.0,1,Very High
CONV00247,U0920,8983.49,12/08/2025,9.103255036337895,1665.0,0,Very High
CONV00248,U3765,28555.82,04/27/2025,10.259651065716442,873.0,1,Very High
CONV00249,U0540,48092.72,04/20/2025,10.78090688623942,65.0,1,Very High
CONV00250,U3940,44878.03,10/28/2025,10.711725926772278,193.0,1,Very High
CONV00251,U8205,22135.87,07/23/2025,10.004999823188117,1133.0,0,Very High
CONV00252,U6500,14029.69,07/01/2025,9.549002352215062,1446.0,0,Very High
CONV00253,U3044,19313.6,01/08/2026,9.868616565592646,1244.0,0,Very High
CONV00254,U6226,37112.94,01/10/2026,10.521747919262356,512.0,1,Very High
CONV00255,U5897,4821.21,06/01/2025,8.480987608186853,1827.0,0,Very High
CONV00256,U1469,30047.77,07/26/2025,10.31057700734526,803.0,1,Very High
CONV00257,U9168,8894.35,05/17/2025,9.093283947274111,1670.0,0,Very High
CONV00258,U1037,21344.57,04/11/2025,9.968599502981682,1174.0,0,Very High
CONV00259,U9729,5795.13,11/21/2025,8.664945732450601,1786.0,0,Very High
CONV00260,U7213,41264.99,07/11/2025,10.627793953014898,328.0,1,Very High
CONV00261,U3291,48246.44,10/03/2025,10.784098048364742,61.0,1,Very High
CONV00262,U5340,39400.39,07/23/2025,10.581556373851546,402.0,1,Very High
CONV00263,U9013,47177.26,01/20/2025,10.761688472247668,105.0,1,Very High
CONV00264,U8181,12480.05,04/03/2025,9.431966772999685,1516.0,0,Very High
CONV00265,U7852,25577.33,11/24/2025,10.149500787622449,1002.0,0,Very High
CONV00266,U9730,38563.23,12/14/2025,10.560080441878092,447.0,1,Very High
CONV00267,U6548,1022.11,06/27/2025,6.930602287052746,1977.0,0,Very High
CONV00268,U9425,19861.14,05/18/2025,9.896570686074048,1220.0,0,Very High
CONV00269,U7910,46067.1,02/25/2025,10.73787601549062,152.0,1,Very High
CONV00270,U3390,24070.05,10/08/2025,10.088765152592602,1049.0,0,Very High
CONV00271,U1886,5913.45,02/06/2025,8.685153788150075,1780.0,0,Very High
CONV00272,U5423,11976.85,10/26/2025,9.390814389787238,1539.0,0,Very High
CONV00273,U3233,19747.37,09/10/2025,9.890826235277776,1226.0,0,Very High
CONV00274,U9460,18606.75,02/28/2025,9.831333439586508,1269.0,0,Very High
CONV00275,U5135,19930.93,11/05/2025,9.90007824745453,1217.0,0,Very High
CONV00276,U4874,33769.45,11/21/2025,10.427341438727607,660.0,1,Very High
CONV00277,U2317,30023.08,10/07/2025,10.309755005346345,804.0,1,Very High
CONV00278,U2839,14797.32,10/17/2025,9.602268939795549,1411.0,0,Very High
CONV00279,U7940,19505.24,03/28/2025,9.878489693362758,1231.0,0,Very High
CONV00280,U7273,28487.19,10/03/2025,10.25724489441024,878.0,1,Very High
CONV00281,U2756,38741.11,09/07/2025,10.564682401146346,434.0,1,Very High
CONV00282,U6011,36089.52,10/22/2025,10.49378550595642,560.0,1,Very High
CONV00283,U0529,43178.88,08/21/2025,10.673129925000556,247.0,1,Very High
CONV00284,U5745,21694.27,01/18/2026,9.984849543418894,1154.0,0,Very High
CONV00285,U4606,16520.85,11/24/2025,9.712439026277218,1345.0,0,Very High
CONV00286,U1561,3434.65,03/19/2025,8.141961415284829,1888.0,0,Very High
CONV00287,U4056,7537.5,01/02/2026,8.927778502218974,1718.0,0,Very High
CONV00288,U1526,14272.17,08/24/2025,9.566136830159271,1430.0,0,Very High
CONV00289,U7512,18232.03,11/24/2025,9.81099006340614,1284.0,0,Very High
CONV00290,U4400,27591.87,06/19/2025,10.225312684998103,921.0,1,Very High
CONV00291,U7530,42953.75,01/23/2025,10.667902515010988,255.0,1,Very High
CONV00292,U4946,32902.1,03/31/2025,10.401322157238583,691.0,1,Very High
CONV00293,U5006,32946.52,01/16/2026,10.40267127154419,687.0,1,Very High
CONV00294,U3706,959.7,10/15/2025,6.867662185415693,1979.0,0,High
CONV00295,U3752,40394.86,07/19/2025,10.60648258345077,368.0,1,Very High
CONV00296,U2341,919.5,02/25/2025,6.824917000673133,1982.0,0,High
CONV00297,U6746,43068.14,11/14/2025,10.670562010354027,249.0,1,Very High
CONV00298,U7036,14209.9,06/13/2025,9.561764554764626,1436.0,0,Very High
CONV00299,U0440,26128.58,12/20/2025,10.17082328490672,977.0,1,Very High
CONV00300,U8109,25229.34,08/05/2025,10.135802517564914,1015.0,0,Very High
CONV00301,U6338,27544.63,10/24/2025,10.223599181309812,923.0,1,Very High
CONV00302,U3535,20199.76,01/30/2025,9.913475506443916,1207.0,0,Very High
CONV00303,U8809,4638.06,11/14/2025,8.442267038490048,1836.0,0,Very High
CONV00304,U1084,36632.94,07/05/2025,10.508730412096034,534.0,1,Very High
CONV00305,U7429,15809.86,12/03/2025,9.66845232467604,1375.0,0,Very High
CONV00306,U8134,39257.86,07/20/2025,10.577932430220889,412.0,1,Very High
CONV00307,U1935,21751.57,02/01/2025,9.98748719045592,1151.0,0,Very High
CONV00308,U7458,25230.7,10/07/2025,10.13585641946822,1014.0,0,Very High
CONV00309,U1890,627.14,05/24/2025,6.442763071559319,1995.0,0,High
CONV00310,U2933,45740.41,02/11/2025,10.730759293511792,160.0,1,Very High
CONV00311,U4445,6410.35,03/02/2025,8.765825136164212,1765.0,0,Very High
CONV00312,U1130,42319.9,09/06/2025,10.653036332846694,277.0,1,Very High
CONV00313,U9238,12507.91,06/16/2025,9.434196469369128,1515.0,0,Very High
CONV00314,U2467,12033.39,01/15/2025,9.395523663431996,1536.0,0,Very High
CONV00315,U1704,21280.88,05/16/2025,9.965611285417976,1175.0,0,Very High
CONV00316,U8516,18938.35,08/23/2025,9.848997047249368,1260.0,0,Very High
CONV00317,U1227,22031.65,11/30/2025,10.000280723075004,1137.0,0,Very High
CONV00318,U5346,12063.76,07/12/2025,9.398044085610968,1535.0,0,Very High
CONV00319,U7366,6476.47,09/07/2025,8.776085281009099,1763.0,0,Very High
CONV00320,U1482,41406.14,04/13/2025,10.631208608711356,318.0,1,Very High
CONV00321,U4067,2923.06,07/11/2025,7.980728340494982,1905.0,0,Very High
CONV00322,U9014,5544.41,06/02/2025,8.620725837537929,1799.0,0,Very High
CONV00323,U2142,34471.12,05/12/2025,10.447906160375714,627.0,1,Very High
CONV00324,U0358,32476.35,02/28/2025,10.388298202277127,713.0,1,Very High
CONV00325,U0830,41173.43,04/09/2025,10.625572711598473,335.0,1,Very High
CONV00326,U3067,44229.48,05/22/2025,10.697169423166136,217.0,1,Very High
CONV00327,U7849,19459.26,02/14/2025,9.876129716390722,1234.0,0,Very High
CONV00328,U0320,24244.38,08/09/2025,10.095981362751337,1040.0,0,Very High
CONV00329,U2947,11341.5,02/11/2025,9.33631201153812,1566.0,0,Very High
CONV00330,U3814,33014.79,03/31/2025,10.40474121085973,683.0,1,Very High
CONV00331,U9433,42041.5,08/14/2025,10.646436290396904,296.0,1,Very High
CONV00332,U5879,35177.76,11/29/2025,10.468197770370749,596.0,1,Very High
CONV00333,U8883,2379.21,06/09/2025,7.774943998067133,1926.0,0,Very High
CONV00334,U5436,6959.23,12/03/2025,8.84796779875947,1744.0,0,Very High
CONV00335,U2321,18562.05,02/28/2025,9.828928324735736,1272.0,0,Very High
CONV00336,U4945,36751.43,06/28/2025,10.51195962490397,529.0,1,Very High
CONV00337,U5847,40815.48,05/07/2025,10.616841200406524,349.0,1,Very High
CONV00338,U9386,9513.05,07/30/2025,9.160524932391493,1643.0,0,Very High
CONV00339,U5426,49127.79,02/14/2025,10.802200496322872,29.0,1,Very High
CONV00340,U3436,17848.82,06/02/2025,9.789748703123328,1293.0,0,Very High
CONV00341,U2726,19246.27,08/17/2025,9.865124511476964,1250.0,0,Very High
CONV00342,U3696,40060.13,03/26/2025,10.598161816510448,377.0,1,Very High
CONV00343,U5601,36733.26,04/15/2025,10.511465113574904,531.0,1,Very High
